Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,48,74.362,1.835,142,85,5%,81,6,-800%,4,031,-3330%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Basilicata,31,26.560,3.134,566,43,1%,43,8,-230%,0,000,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Calabria,114,67.872,8.560,452,185,2%,172,9,-550%,13,069,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Campania,257,421.797,61.822,1.082,561,1%,518,9,-630%,43,075,240%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Emilia-Romagna,107,385.176,10.323,231,429,4%,360,8,-670%,69,155,-140%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Friuli Venezia Giulia,25,107.257,4.671,387,26,1%,23,2,-2070%,3,025,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Lazio,179,343.753,8.890,154,694,8%,587,10,-900%,107,186,-090%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Liguria,20,102.982,568,37,90,16%,70,5,-790%,20,131,-480%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Lombardia,322,838.341,18.992,189,897,5%,754,8,-770%,143,143,-140%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Marche,82,103.255,3.125,207,90,3%,79,5,-480%,11,073,-2670%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Molise,3,13.619,88,29,7,8%,7,2,1670%,0,000,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
P.A. Bolzano,21,73.113,515,97,13,3%,12,2,000%,1,019,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
P.A. Trento,33,45.626,344,63,22,6%,16,3,-1580%,6,110,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Piemonte,137,361.734,3.191,74,439,14%,386,9,-650%,53,123,-360%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Puglia,185,251.757,16.518,418,357,2%,332,8,-320%,25,063,-1380%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Sardegna,37,56.937,12.204,757,100,1%,94,6,-600%,6,037,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Sicilia,320,228.337,7.322,150,404,6%,365,7,-080%,39,080,-710%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Toscana,127,242.786,5.237,142,341,7%,261,7,-1000%,80,217,-480%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Umbria,21,56.589,1.151,132,47,4%,42,5,-450%,5,057,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Valle d'Aosta,4,11.641,118,94,5,4%,5,4,-1670%,0,000,000%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Veneto,126,424.296,6.327,130,208,3%,175,4,-330%,33,068,-1080%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
Italia,2.199,4.237.790,174.935,293,5.043,3%,4.382,7,-650%,661,111,-390%,Dati della Protezione Civile del 09 Giugno 2021 ore 18:11
