Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,57,80.863,1.890,146,71,4%,66,5,-1540%,5,039,2500%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Basilicata,38,29.886,1.253,226,53,4%,50,9,-740%,3,054,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Calabria,178,82.889,4.343,229,182,4%,168,9,-230%,14,074,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Campania,419,454.388,7.434,130,296,4%,282,5,-310%,14,025,-670%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Emilia-Romagna,332,421.654,13.451,301,436,3%,387,9,-650%,49,110,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Friuli Venezia Giulia,68,113.286,1.174,97,57,5%,46,4,-420%,11,091,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Lazio,372,382.530,10.403,181,456,4%,403,7,-430%,53,092,390%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Liguria,87,112.211,1.192,78,78,7%,73,5,-140%,5,033,2500%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Lombardia,443,881.154,10.939,109,473,4%,412,4,-120%,61,061,-320%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Marche,87,113.403,2.654,175,80,3%,59,4,170%,21,139,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Molise,5,14.472,151,50,6,4%,4,1,000%,2,067,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
P.A. Bolzano,37,76.542,938,176,30,3%,21,4,000%,9,169,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
P.A. Trento,36,48.219,506,93,21,4%,18,3,2000%,3,055,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Piemonte,242,377.745,3.804,88,199,5%,176,4,-490%,23,053,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Puglia,138,267.705,3.024,76,198,7%,176,4,-280%,22,056,1000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Sardegna,34,74.918,2.930,182,188,6%,169,10,-120%,19,118,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Sicilia,647,295.212,18.416,378,656,4%,574,12,-500%,82,168,-1090%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Toscana,304,280.400,7.782,211,357,5%,306,8,-500%,51,138,200%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Umbria,86,63.509,1.077,124,48,4%,43,5,240%,5,057,-1670%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Valle d'Aosta,6,12.097,61,49,2,3%,2,2,-3330%,0,000,000%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Veneto,445,466.823,11.661,239,268,2%,215,4,-270%,53,109,-190%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
Italia,4.061,4.649.906,105.083,176,4.155,4%,3.650,6,-380%,505,085,-160%,Dati della Protezione Civile del 23 Settembre 2021 ore 18:12
