Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,2.304,226.689,118.646,9.262,521,0%,489,38,230%,32,250,320%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Basilicata,916,68.168,19.702,3.614,95,0%,91,17,-110%,4,073,000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Calabria,1.412,177.441,42.140,2.265,410,1%,388,21,-400%,22,118,000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Campania,8.957,1.074.582,213.607,3.798,1.432,1%,1.349,24,-040%,83,148,-120%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Emilia-Romagna,10.779,1.091.467,213.232,4.804,2.579,1%,2.430,55,-350%,149,336,-200%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Friuli Venezia Giulia,2.444,280.734,58.913,4.903,522,1%,484,40,-220%,38,316,270%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Lazio,10.546,928.376,278.146,4.854,2.273,1%,2.077,36,-130%,196,342,210%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Liguria,3.129,311.214,44.795,2.950,722,2%,691,46,-100%,31,204,690%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Lombardia,11.340,2.190.897,305.161,3.057,3.030,1%,2.814,28,-290%,216,216,-090%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Marche,4.030,280.536,25.203,1.682,392,2%,338,23,-060%,54,360,-180%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Molise,372,31.623,9.392,3.191,42,0%,39,13,-490%,3,102,5000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
P.A. Bolzano,1.628,169.978,18.820,3.518,127,1%,117,22,350%,10,187,-910%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
P.A. Trento,956,127.935,15.717,2.899,171,1%,150,28,-260%,21,387,-450%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Piemonte,6.921,906.172,110.284,2.580,2.093,2%,1.983,46,-040%,110,257,-520%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Puglia,6.558,631.733,109.756,2.790,813,1%,747,19,940%,66,168,1000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Sardegna,1.347,130.412,23.587,1.483,410,2%,379,24,080%,31,195,330%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Sicilia,7.057,654.096,262.775,5.436,1.558,1%,1.425,29,-290%,133,275,-500%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Toscana,6.769,771.885,131.468,3.560,1.406,1%,1.310,35,-300%,96,260,-200%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Umbria,1.426,162.034,21.062,2.434,225,1%,216,25,-230%,9,104,000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Valle d'Aosta,147,29.901,3.763,3.033,56,1%,53,43,-540%,3,242,-4000%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Veneto,10.484,1.203.728,192.175,3.946,1.563,1%,1.430,29,-390%,133,273,-500%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
Italia,99.522,11.449.601,2.218.344,3.745,20.440,1%,19.000,32,-170%,1.440,243,-120%,Dati della Protezione Civile del 04 Febbraio 2022 ore 19:07
