Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,4.773,106.573,17.051,1.327,198,1%,178,14,600%,20,156,-480%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Basilicata,571,36.295,4.636,847,65,1%,64,12,670%,1,018,-5000%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Calabria,2.053,111.746,16.201,863,340,2%,312,17,230%,28,149,000%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Campania,14.587,583.262,77.529,1.365,723,1%,675,12,370%,48,085,1710%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Emilia-Romagna,10.167,536.922,77.458,1.742,1.462,2%,1.346,30,090%,116,261,-410%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Friuli Venezia Giulia,2.361,156.092,12.520,1.044,315,3%,287,24,180%,28,234,770%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Lazio,8.477,505.274,72.121,1.261,1.316,2%,1.162,20,310%,154,269,270%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Liguria,2.420,149.060,12.614,835,529,4%,482,32,-340%,47,311,930%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Lombardia,41.458,1.217.364,252.380,2.532,2.080,1%,1.859,19,150%,221,222,830%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Marche,2.079,145.464,7.640,509,262,3%,220,15,140%,42,280,-230%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Molise,435,16.680,1.332,449,21,2%,20,7,000%,1,034,000%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
P.A. Bolzano,717,100.897,5.270,987,98,2%,81,15,000%,17,319,-560%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
P.A. Trento,1.307,62.935,7.200,1.322,124,2%,105,19,500%,19,349,-950%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Piemonte,11.501,494.769,72.818,1.704,1.330,2%,1.223,29,400%,107,250,490%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Puglia,5.807,309.157,24.510,624,307,1%,276,7,1450%,31,079,330%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Sardegna,1.209,88.234,7.992,500,162,2%,146,9,140%,16,100,670%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Sicilia,5.463,372.604,42.582,880,847,2%,749,15,090%,98,202,650%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Toscana,16.886,381.599,74.300,2.025,712,1%,636,17,600%,76,207,000%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Umbria,2.594,88.842,19.403,2.243,131,1%,122,14,000%,9,104,1250%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Valle d'Aosta,350,16.191,2.129,1.718,37,2%,34,27,1720%,3,242,5000%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Veneto,9.028,645.723,93.298,1.923,1.351,1%,1.173,24,320%,178,367,-220%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Italia,144.243,6.125.683,900.984,1.520,12.410,1%,11.150,19,260%,1.260,213,280%,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
