Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,762,321.720,42.680,3.332,322,1%,309,24,000%,13,101,-1880%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Basilicata,505,109.481,26.402,4.843,101,0%,100,18,-200%,1,018,-6670%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Calabria,1.997,305.242,78.668,4.228,384,0%,364,20,460%,20,107,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Campania,3.384,1.425.500,170.652,3.034,764,0%,729,13,-050%,35,062,-790%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Emilia-Romagna,3.195,1.298.517,53.910,1.214,1.266,2%,1.239,28,420%,27,061,-1560%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Friuli Venezia Giulia,282,337.816,23.309,1.940,151,1%,144,12,290%,7,058,1670%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Lazio,3.834,1.314.888,127.630,2.227,1.270,1%,1.197,21,030%,73,127,140%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Liguria,523,389.964,17.479,1.151,263,2%,254,17,120%,9,059,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Lombardia,2.512,2.563.985,165.582,1.659,1.152,1%,1.107,11,240%,45,045,230%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Marche,860,397.797,13.250,884,255,2%,245,16,520%,10,067,-910%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Molise,166,50.379,8.391,2.851,27,0%,27,9,-1000%,0,000,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
P.A. Bolzano,242,199.755,5.777,1.080,65,1%,61,11,000%,4,075,3330%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
P.A. Trento,163,150.849,4.094,755,68,2%,64,12,320%,4,074,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Piemonte,2.566,1.060.434,53.852,1.260,656,1%,625,15,110%,31,073,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Puglia,2.683,938.980,116.411,2.959,722,1%,682,17,130%,40,102,260%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Sardegna,760,235.169,30.872,1.942,353,1%,328,21,120%,25,157,420%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Sicilia,1.993,993.857,186.948,3.868,1.074,1%,1.013,21,370%,61,126,-620%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Toscana,1.640,999.397,48.807,1.322,934,2%,891,24,420%,43,116,1940%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Umbria,500,238.798,17.348,2.005,269,2%,266,31,040%,3,035,5000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Valle d'Aosta,15,32.831,1.200,967,27,2%,27,22,2860%,0,000,000%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Veneto,2.048,1.511.785,81.043,1.664,601,1%,569,12,330%,32,066,-590%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Italia,30.630,14.877.144,1.274.305,2.151,10.724,1%,10.241,17,220%,483,082,-120%,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
