Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,152,38025,11137,853,516,5%,478,37,1.5&,38,2.91,0%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Basilicata,168,12126,6720,1207,98,1%,94,17,2.2&,4,0.72,-33.3%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Calabria,249,27453,9744,506,297,3%,275,14,0.7&,22,1.14,-8.3%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Campania,662,201454,72589,1255,1523,2%,1414,24,1&,109,1.88,0%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Emilia-Romagna,1563,194395,60192,1347,2967,5%,2730,61,-0.4&,237,5.31,-0.4%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Friuli Venezia Giulia,647,57241,12918,1066,739,6%,671,55,-2.5&,68,5.61,1.5%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Lazio,1381,182296,78587,1340,3197,4%,2871,49,-0.6&,326,5.56,1.6%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Liguria,276,64276,5028,326,796,16%,731,47,-0.8&,65,4.21,1.6%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Lombardia,1146,503392,54415,539,4107,8%,3641,36,3.4&,466,4.61,0.9%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Marche,499,47647,14190,935,667,5%,588,39,7.3&,79,5.2,-2.5%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Molise,24,7139,1152,381,65,6%,59,20,1.7&,6,1.99,-14.3%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
P.A. Bolzano,99,31743,11696,2198,247,2%,222,42,-4.7&,25,4.7,4.2%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
P.A. Trento,234,23943,1973,364,386,20%,343,63,-2&,43,7.92,-4.4%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Piemonte,901,208472,14770,340,2824,19%,2653,61,-1.9&,171,3.94,-3.4%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Puglia,1261,103496,55250,1378,1562,3%,1392,35,0.3&,170,4.24,0.6%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Sardegna,411,34436,17413,1068,567,3%,522,32,1&,45,2.76,-6.3%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Sicilia,1913,111555,44038,886,1551,4%,1342,27,3.4&,209,4.21,0.5%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Toscana,303,125633,8723,234,910,10%,773,21,-2&,137,3.68,-4.9%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Umbria,205,31160,4348,494,324,7%,268,30,-1.5&,56,6.36,9.8%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Valle d'Aosta,14,7546,432,344,50,12%,49,39,-5.8&,1,0.8,0%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Veneto,2134,289835,84725,1726,2955,3%,2596,53,0.5&,359,7.32,0.3%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
Italia,14242,2303263,570040,946,26348,5%,23712,39,0.5&,2636,4.38,-0.2%,Dati della Protezione Civile del 12 Gennaio 2021 ore 18:56
