Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,333,91.526,5.791,451,134,2%,121,9,-080%,13,101,000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Basilicata,105,32.532,1.540,281,26,2%,25,5,420%,1,018,000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Calabria,372,98.139,7.042,375,220,3%,202,11,630%,18,096,-1000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Campania,1.621,509.210,22.625,398,420,2%,395,7,370%,25,044,-1070%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Emilia-Romagna,1.898,480.144,36.095,812,1.098,3%,999,22,-020%,99,223,760%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Friuli Venezia Giulia,810,140.676,7.959,664,327,4%,297,25,-510%,30,250,710%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Lazio,1.887,448.162,31.668,554,937,3%,826,14,120%,111,194,180%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Liguria,807,130.510,6.901,457,328,5%,300,20,140%,28,185,370%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Lombardia,4.765,975.451,52.635,528,1.334,3%,1.189,12,030%,145,145,-070%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Marche,674,130.596,6.286,419,177,3%,141,9,1100%,36,240,000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Molise,36,15.418,187,63,12,6%,8,3,-1110%,4,135,000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
P.A. Bolzano,452,94.898,6.417,1.202,107,2%,89,17,350%,18,337,-1820%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
P.A. Trento,296,55.125,2.826,519,115,4%,96,18,-590%,19,349,560%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Piemonte,1.861,418.655,20.500,480,664,3%,613,14,270%,51,119,-380%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Puglia,598,284.723,5.855,149,155,3%,131,3,-150%,24,061,430%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Sardegna,250,81.310,3.461,217,117,3%,109,7,2390%,8,050,3330%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Sicilia,1.404,337.049,17.519,362,497,3%,449,9,540%,48,099,000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Toscana,1.036,312.243,13.733,374,371,3%,323,9,350%,48,131,210%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Umbria,251,69.819,2.703,312,56,2%,48,6,000%,8,092,1430%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Valle d'Aosta,62,14.008,810,654,20,2%,19,15,-950%,1,081,-5000%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Veneto,3.677,561.882,53.100,1.094,1.064,2%,929,19,490%,135,278,150%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
Italia,23.195,5.282.076,305.653,516,8.179,3%,7.309,12,200%,870,147,080%,Dati della Protezione Civile del 15 Dicembre 2021 ore 18:07
