Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.619,188.211,88.391,6.900,438,0%,402,31,150%,36,281,290%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Basilicata,1.061,55.259,16.616,3.048,94,1%,90,17,000%,4,073,3330%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Calabria,1.527,158.157,41.633,2.238,464,1%,430,23,-230%,34,183,000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Campania,14.416,934.921,254.079,4.518,1.449,1%,1.348,24,070%,101,180,100%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Emilia-Romagna,17.887,913.835,358.150,8.068,2.609,1%,2.467,56,030%,142,320,-210%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Friuli Venezia Giulia,5.876,235.924,60.629,5.046,463,1%,427,36,020%,36,300,-1000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Lazio,14.821,773.454,264.627,4.618,2.151,1%,1.945,34,-010%,206,359,-050%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Liguria,5.734,257.274,39.820,2.622,777,2%,736,48,-050%,41,270,-240%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Lombardia,31.164,1.957.400,483.548,4.844,3.735,1%,3.461,35,-120%,274,275,-070%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Marche,5.952,216.642,19.644,1.311,346,2%,293,20,-170%,53,354,390%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Molise,415,26.629,9.000,3.058,19,0%,18,6,000%,1,034,000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
P.A. Bolzano,2.811,144.442,26.617,4.976,121,0%,102,19,-470%,19,355,1180%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
P.A. Trento,2.431,108.424,26.833,4.949,160,1%,137,25,-490%,23,424,000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Piemonte,13.378,780.681,172.980,4.046,2.227,1%,2.085,49,160%,142,332,000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Puglia,7.902,534.537,143.357,3.644,768,1%,699,18,-180%,69,175,300%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Sardegna,1.113,115.076,22.383,1.408,305,1%,275,17,220%,30,189,000%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Sicilia,7.508,566.321,207.815,4.299,1.573,1%,1.413,29,-030%,160,331,-590%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Toscana,12.190,653.343,178.714,4.839,1.475,1%,1.353,37,100%,122,330,-240%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Umbria,2.258,140.095,25.408,2.936,199,1%,189,22,-360%,10,116,-1670%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Valle d'Aosta,427,26.580,5.874,4.734,82,1%,75,60,-130%,7,564,1670%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Veneto,18.773,993.986,277.831,5.705,1.663,1%,1.497,31,-130%,166,341,-830%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
Italia,171.263,9.781.191,2.723.949,4.598,21.118,1%,19.442,33,-020%,1.676,283,-180%,Dati della Protezione Civile del 22 Gennaio 2022 ore 23:05
