Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,179,1382,4,181,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Basilicata,45,397,0,79,13,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Calabria,160,978,4,178,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Campania,318,4011,15,585,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Emilia-Romagna,698,9001,30,889,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Friuli Venezia Giulia,82,1277,2,175,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Lazio,535,6421,31,943,243,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Liguria,134,1643,7,221,12,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Lombardia,476,10457,34,1810,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Marche,67,983,2,230,49,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Molise,9,176,2,39,26,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
P.A. Bolzano,33,500,1,100,20,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
P.A. Trento,23,517,1,90,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Piemonte,253,6794,8,628,99,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Puglia,246,2903,15,503,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Sardegna,115,1602,10,204,16,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Sicilia,511,3588,27,788,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Toscana,217,5033,15,570,13,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Umbria,96,662,2,86,41,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Valle d'Aosta,5,85,0,13,21,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Veneto,209,6000,8,1000,0,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
Italia,4411,64410,218,9312,553,Dati della Protezione Civile del 05 Giugno 2022 ore 23:45
