Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,253,1382,12,181,14,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Basilicata,84,381,3,79,13,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Calabria,359,1108,15,202,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Campania,588,4149,40,636,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Emilia-Romagna,965,9001,52,889,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Friuli Venezia Giulia,128,1277,6,175,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Lazio,1015,6421,75,943,243,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Liguria,220,1641,10,219,12,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Lombardia,858,10457,58,1810,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Marche,181,1020,10,256,49,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Molise,21,176,1,39,26,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
P.A. Bolzano,54,500,3,100,20,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
P.A. Trento,34,517,1,90,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Piemonte,583,6794,23,628,99,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Puglia,560,2923,29,503,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Sardegna,338,1602,18,204,16,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Sicilia,858,3762,60,853,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Toscana,680,5033,29,570,10,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Umbria,176,662,3,86,41,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Valle d'Aosta,16,163,0,34,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Veneto,432,6000,26,1000,0,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
Italia,8403,64969,474,9497,543,Dati della Protezione Civile del 18 Marzo 2022 ore 18:33
