Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.102,208.051,106.162,8.287,452,0%,412,32,-070%,40,312,000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Basilicata,1.139,61.264,18.087,3.318,104,1%,98,18,210%,6,110,2000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Calabria,1.508,166.091,39.918,2.145,425,1%,394,21,-480%,31,167,-1140%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Campania,11.319,1.005.407,237.046,4.215,1.486,1%,1.387,25,000%,99,176,-100%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Emilia-Romagna,16.941,1.013.749,382.007,8.606,2.758,1%,2.611,59,000%,147,331,-130%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Friuli Venezia Giulia,5.403,260.164,67.765,5.640,523,1%,484,40,190%,39,325,-490%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Lazio,12.663,852.009,287.215,5.012,2.341,1%,2.134,37,180%,207,361,200%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Liguria,4.668,287.261,46.795,3.082,758,2%,718,47,010%,40,263,000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Lombardia,21.329,2.090.551,406.743,4.075,3.416,1%,3.164,32,-310%,252,252,-080%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Marche,4.980,249.437,25.091,1.675,361,1%,304,20,100%,57,380,000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Molise,392,28.989,9.388,3.190,44,0%,41,14,510%,3,102,000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
P.A. Bolzano,2.277,158.412,25.321,4.734,120,0%,108,20,690%,12,224,-1430%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
P.A. Trento,1.586,119.570,23.608,4.354,163,1%,138,25,-860%,25,461,000%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Piemonte,10.979,851.811,156.542,3.662,2.242,1%,2.110,49,000%,132,309,-360%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Puglia,7.855,586.407,128.440,3.265,796,1%,731,19,470%,65,165,-150%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Sardegna,1.331,122.544,23.046,1.449,401,2%,367,23,1090%,34,214,630%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Sicilia,7.100,606.169,231.716,4.794,1.601,1%,1.456,30,040%,145,300,-330%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Toscana,10.528,717.080,167.482,4.535,1.456,1%,1.340,36,-140%,116,314,-250%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Umbria,1.936,151.053,24.605,2.843,198,1%,192,22,430%,6,069,-2500%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Valle d'Aosta,344,28.563,4.972,4.007,76,2%,70,56,-280%,6,484,-1430%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Veneto,16.518,1.119.366,256.879,5.275,1.705,1%,1.537,32,-280%,168,345,500%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
Italia,143.898,10.683.948,2.668.828,4.505,21.426,1%,19.796,33,-030%,1.630,275,-090%,Dati della Protezione Civile del 28 Gennaio 2022 ore 19:06
