Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.913,347.593,47.380,3.699,320,1%,310,24,-160%,10,078,-1670%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Basilicata,523,118.383,26.849,4.925,97,0%,94,17,110%,3,055,5000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Calabria,1.494,332.807,83.260,4.475,311,0%,294,16,-670%,17,091,1330%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Campania,6.419,1.515.594,161.394,2.870,721,0%,685,12,-260%,36,064,290%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Emilia-Romagna,4.569,1.357.059,59.774,1.347,1.324,2%,1.292,29,110%,32,072,670%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Friuli Venezia Giulia,712,351.813,24.690,2.055,150,1%,147,12,650%,3,025,5000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Lazio,6.198,1.407.383,145.889,2.546,1.234,1%,1.166,20,-210%,68,119,-140%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Liguria,1.220,409.378,17.004,1.120,308,2%,299,20,380%,9,059,-2500%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Lombardia,6.229,2.672.602,168.082,1.684,1.141,1%,1.105,11,-190%,36,036,290%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Marche,1.663,422.305,9.277,619,193,2%,186,12,-510%,7,047,1670%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Molise,423,55.115,8.295,2.819,28,0%,26,9,000%,2,068,000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
P.A. Bolzano,292,205.976,4.499,841,35,1%,32,6,000%,3,056,000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
P.A. Trento,312,156.310,3.994,737,51,1%,49,9,210%,2,037,000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Piemonte,2.086,1.102.399,59.681,1.396,704,1%,683,16,-040%,21,049,-1250%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Puglia,3.793,1.005.981,100.742,2.561,635,1%,602,15,-130%,33,084,1380%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Sardegna,1.160,258.049,30.136,1.895,338,1%,317,20,-420%,21,132,1050%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Sicilia,3.787,1.055.076,131.620,2.723,955,1%,907,19,-030%,48,099,-1580%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Toscana,3.363,1.053.408,53.273,1.443,704,1%,676,18,-480%,28,076,-670%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Umbria,971,254.477,12.518,1.446,246,2%,242,28,-470%,4,046,-4290%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Valle d'Aosta,97,33.975,1.402,1.130,21,1%,20,16,2500%,1,081,000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Veneto,4.769,1.596.405,76.279,1.566,645,1%,626,13,230%,19,039,000%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
Italia,51.993,15.712.088,1.226.038,2.070,10.161,1%,9.758,16,-120%,403,068,-190%,Dati della Protezione Civile del 17 Aprile 2022 ore 23:45
