Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,573,55479,13040,999,720,6%,638,49,0.6%,82,6.28,-3.5%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Basilicata,124,15981,4247,763,111,3%,101,18,9.8%,10,1.8,11.1%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Calabria,230,38363,6259,325,221,4%,201,10,3.1%,20,1.04,0%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Campania,2635,274196,81252,1404,1493,2%,1356,23,-0.3%,137,2.37,3%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Emilia-Romagna,2456,267630,46698,1045,2779,6%,2528,57,2.1%,251,5.62,5%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Friuli Venezia Giulia,693,78156,10555,871,448,4%,386,32,1.6%,62,5.12,1.6%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Lazio,1520,237980,35789,610,2065,6%,1828,31,-0.2%,237,4.04,4.9%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Liguria,368,78992,5498,356,579,11%,526,34,1.2%,53,3.43,6%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Lombardia,4590,613568,69336,686,5051,7%,4545,45,3.1%,506,5.01,6.3%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Marche,759,69477,9912,653,645,7%,561,37,-1.6%,84,5.53,7.7%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Molise,116,10866,1758,582,113,6%,94,31,0%,19,6.29,0%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
P.A. Bolzano,280,54441,6763,1271,238,4%,205,39,-1.4%,33,6.2,6.5%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
P.A. Trento,357,34692,3753,691,229,6%,182,34,-4.7%,47,8.66,11.9%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Piemonte,1537,251435,17931,413,2321,13%,2140,49,0%,181,4.17,0.6%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Puglia,1261,149963,33668,840,1448,4%,1280,32,0.9%,168,4.19,3.1%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Sardegna,101,41407,12706,779,212,2%,192,12,-6.8%,20,1.23,0%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Sicilia,539,154141,25129,506,813,3%,696,14,-4.1%,117,2.35,-4.9%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Toscana,1163,159333,19259,517,1192,6%,1021,27,3.2%,171,4.59,-1.7%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Umbria,301,45352,7938,902,514,6%,431,49,-3.4%,83,9.43,6.4%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Valle d'Aosta,9,8072,166,132,14,8%,12,10,-7.7%,2,1.59,0%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Veneto,1272,336750,25764,525,968,4%,840,17,2.1%,128,2.61,8.5%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
Italia,20884,2976274,437421,726,22174,5%,19763,33,1%,2411,4,3.6%,Dati della Protezione Civile del 03 Marzo 2021 ore 17:59
