Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,152,79.317,2.264,175,91,4%,86,7,-110%,5,039,-1670%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Basilicata,39,29.057,1.400,253,44,3%,42,8,-450%,2,036,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Calabria,324,78.372,5.023,265,186,4%,171,9,560%,15,079,-630%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Campania,461,446.729,8.908,156,389,4%,363,6,-270%,26,046,1820%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Emilia-Romagna,529,412.791,15.957,357,436,3%,388,9,030%,48,108,-590%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Friuli Venezia Giulia,186,111.130,1.282,106,65,5%,53,4,000%,12,099,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Lazio,404,375.407,14.827,258,516,3%,450,8,040%,66,115,-700%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Liguria,168,110.110,1.950,128,82,4%,72,5,-400%,10,066,1110%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Lombardia,656,871.038,11.118,111,398,4%,348,3,-310%,50,050,870%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Marche,224,110.910,3.437,227,87,3%,68,4,000%,19,126,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Molise,10,14.286,225,75,9,4%,9,3,000%,0,000,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
P.A. Bolzano,64,75.194,751,141,25,3%,21,4,-870%,4,075,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
P.A. Trento,37,47.558,513,94,18,4%,18,3,-1000%,0,000,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Piemonte,255,373.021,3.637,84,178,5%,158,4,-310%,20,046,1760%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Puglia,209,264.061,4.419,112,256,6%,232,6,-090%,24,061,2000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Sardegna,268,72.641,7.287,452,251,3%,228,14,-090%,23,143,-420%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Sicilia,1.182,278.887,28.125,577,967,3%,849,17,160%,118,242,350%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Toscana,615,272.418,10.921,296,461,4%,405,11,-240%,56,152,980%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Umbria,131,61.951,1.692,194,51,3%,46,5,220%,5,057,-1670%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Valle d'Aosta,3,12.025,106,85,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Veneto,844,456.338,13.056,268,250,2%,198,4,-100%,52,107,400%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
Italia,6.761,4.553.241,136.898,230,4.760,3%,4.205,7,-060%,555,093,280%,Dati della Protezione Civile del 02 Settembre 2021 ore 18:40
