Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,376,29980,17247,1321,748,4%,675,52,-3.6&,73,5.59,0%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Basilicata,131,8859,6412,1151,153,2%,134,24,-18.8&,19,3.41,-5%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Calabria,306,18197,10662,554,408,4%,379,20,-2.8&,29,1.51,-14.7%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Campania,1521,163741,101361,1752,1723,2%,1558,27,-22.1&,165,2.85,-0.6%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Emilia-Romagna,1964,131973,69629,1559,2950,4%,2707,61,-0.4&,243,5.44,-2%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Friuli Venezia Giulia,755,34765,15064,1244,698,5%,640,53,1.3&,58,4.79,-1.7%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Lazio,1783,128623,93479,1594,3424,4%,3075,52,-3.2&,349,5.95,-3.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Liguria,314,53475,10518,682,990,9%,897,58,-1.6&,93,6.03,-6.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Lombardia,3148,426696,115756,1146,7359,6%,6554,65,-3.5&,805,7.97,-2.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Marche,418,31950,19698,1297,590,3%,506,33,-2.3&,84,5.53,-3.4%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Molise,152,5250,2685,888,70,3%,61,20,-4.7&,9,2.98,-10%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
P.A. Bolzano,266,25113,11112,2088,441,4%,410,77,-1.9&,31,5.83,-3.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
P.A. Trento,226,16887,2519,464,452,18%,404,74,-2.7&,48,8.84,2.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Piemonte,1456,176519,66763,1538,4642,7%,4276,98,-1.7&,366,8.43,2.5%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Puglia,1884,62552,44160,1102,1796,4%,1576,39,-1.3&,220,5.49,-3.1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Sardegna,464,23893,14857,911,674,5%,607,37,2.7&,67,4.11,-4.3%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Sicilia,1240,70467,39540,796,1615,4%,1400,28,-2.2&,215,4.33,-0.5%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Toscana,769,107644,30544,820,1634,5%,1373,37,-3.2&,261,7.01,-0.8%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Umbria,226,24910,6149,699,391,6%,330,37,0.9&,61,6.93,7%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Valle d'Aosta,46,6692,1056,841,116,11%,107,85,-1.8&,9,7.17,-18.2%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Veneto,3607,161805,74958,1527,2801,4%,2489,51,0.5&,312,6.36,1%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
Italia,21052,1709991,754169,1252,33675,4%,30158,50,-3.3&,3517,5.84,-1.4%,Dati della Protezione Civile del 05 Dicembre 2020 ore 21:31
