Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,67,73.493,5.830,451,197,3%,182,14,060%,15,116,-630%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Basilicata,62,25.910,4.599,831,91,2%,86,16,-650%,5,090,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Calabria,253,65.555,11.140,588,341,3%,314,17,-340%,27,143,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Campania,705,414.772,74.328,1.301,1.129,2%,1.042,18,-180%,87,152,-650%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Emilia-Romagna,412,381.439,21.208,475,978,5%,851,19,-410%,127,284,-730%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Friuli Venezia Giulia,38,106.698,5.327,442,67,1%,55,5,-830%,12,099,910%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Lazio,471,338.705,28.927,503,1.528,5%,1.323,23,-510%,205,356,-240%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Liguria,70,102.179,2.161,142,248,11%,203,13,-900%,45,295,470%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Lombardia,847,829.548,36.221,361,1.970,5%,1.662,17,-530%,308,307,-250%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Marche,176,101.712,4.546,301,234,5%,194,13,-050%,40,264,-240%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Molise,9,13.544,233,78,21,9%,16,5,670%,5,166,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
P.A. Bolzano,56,72.496,889,167,21,2%,15,3,-2110%,6,113,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
P.A. Trento,35,45.102,620,114,48,8%,34,6,-810%,14,257,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Piemonte,393,357.788,8.556,198,1.044,12%,938,22,-630%,106,246,-1240%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Puglia,365,248.085,33.147,838,991,3%,889,22,-290%,102,258,-810%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Sardegna,42,56.374,13.540,840,221,2%,186,12,-410%,35,217,-540%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Sicilia,493,222.304,14.015,287,778,6%,679,14,-360%,99,203,-480%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Toscana,392,238.734,12.288,333,837,7%,689,19,-420%,148,401,-630%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Umbria,45,56.025,2.097,241,101,5%,89,10,-730%,12,138,-2000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Valle d'Aosta,13,11.456,325,260,22,7%,22,18,-430%,0,000,000%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Veneto,274,421.557,11.791,242,527,4%,456,9,-620%,71,146,-410%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Italia,5.218,4.183.476,291.788,489,11.394,4%,9.925,17,-440%,1.469,246,-490%,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
