Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,87,79.404,2.209,171,92,4%,87,7,120%,5,039,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Basilicata,61,29.118,1.419,256,47,3%,44,8,480%,3,054,5000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Calabria,298,78.670,5.071,268,185,4%,171,9,000%,14,074,-670%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Campania,369,447.098,8.837,155,372,4%,347,6,-440%,25,044,-380%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Emilia-Romagna,721,413.508,16.489,369,444,3%,395,9,180%,49,110,210%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Friuli Venezia Giulia,138,111.267,1.325,110,66,5%,53,4,000%,13,108,830%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Lazio,430,375.837,14.660,255,513,3%,446,8,-090%,67,116,150%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Liguria,159,110.269,2.005,131,80,4%,70,5,-280%,10,066,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Lombardia,647,871.685,11.014,110,403,4%,352,4,110%,51,051,200%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Marche,172,111.082,3.460,229,79,2%,59,4,-1320%,20,132,530%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Molise,26,14.311,226,75,11,5%,11,4,2220%,0,000,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
P.A. Bolzano,71,75.265,780,146,24,3%,19,4,-950%,5,094,2500%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
P.A. Trento,30,47.588,497,91,19,4%,19,3,560%,0,000,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Piemonte,286,373.307,3.717,86,179,5%,159,4,060%,20,046,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Puglia,338,264.399,4.383,111,248,6%,228,6,-170%,20,051,-1670%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Sardegna,269,72.910,7.086,440,251,4%,227,14,-040%,24,149,430%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Sicilia,1.348,280.235,28.130,577,957,3%,842,17,-080%,115,236,-250%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Toscana,525,272.943,10.846,294,456,4%,397,11,-200%,59,160,540%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Umbria,120,62.071,1.690,194,51,3%,45,5,-220%,6,069,2000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Valle d'Aosta,3,12.028,102,82,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Veneto,637,456.975,13.079,268,243,2%,193,4,-250%,50,102,-380%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
Italia,6.735,4.559.970,137.025,230,4.720,3%,4.164,7,-100%,556,093,020%,Dati della Protezione Civile del 03 Settembre 2021 ore 19:00
