Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,54,1324,5,177,23,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Basilicata,32,364,1,88,13,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Calabria,132,964,14,174,3,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Campania,209,3511,17,555,189,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Emilia-Romagna,377,7920,50,889,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Friuli Venezia Giulia,37,1277,10,175,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Lazio,365,6421,57,943,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Liguria,51,1696,6,217,12,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Lombardia,347,6369,56,1530,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Marche,41,971,18,212,60,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Molise,2,176,1,39,26,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
P.A. Bolzano,32,500,5,100,20,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
P.A. Trento,16,517,5,90,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Piemonte,191,5824,23,628,99,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Puglia,150,2745,16,482,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Sardegna,110,1602,17,204,16,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Sicilia,436,3737,50,892,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Toscana,235,5033,34,570,37,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Umbria,44,662,6,84,43,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Veneto,168,6000,46,1000,0,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
Italia,3032,57696,437,9082,541,Dati della Protezione Civile del 04 Ottobre 2021 ore 18:30
