Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,956,533.971,25.323,1.977,186,1%,177,14,060%,9,070,1250%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Basilicata,314,177.017,8.044,1.476,38,0%,38,7,000%,0,000,-10000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Calabria,1.548,529.857,68.801,3.698,187,0%,180,10,-320%,7,038,-3000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Campania,2.102,2.169.763,113.680,2.021,355,0%,339,6,-710%,16,028,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Emilia-Romagna,2.172,1.810.641,27.088,610,1.173,4%,1.142,26,-240%,31,070,-310%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Friuli Venezia Giulia,712,471.870,8.546,711,176,2%,173,14,-750%,3,025,-2500%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Lazio,1.824,2.007.462,114.879,2.005,694,1%,655,11,-370%,39,068,260%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Liguria,693,556.315,8.019,528,299,4%,291,19,-670%,8,053,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Lombardia,3.322,3.452.922,44.942,450,775,2%,753,8,-350%,22,022,1000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Marche,799,599.780,7.127,476,102,1%,98,7,210%,4,027,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Molise,229,86.411,4.490,1.526,22,0%,20,7,530%,2,068,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
P.A. Bolzano,309,253.866,2.211,413,32,1%,32,6,670%,0,000,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
P.A. Trento,282,201.885,3.129,577,75,2%,74,14,-630%,1,018,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Piemonte,1.541,1.420.883,33.178,776,322,1%,314,7,-570%,8,019,1430%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Puglia,1.582,1.445.300,21.627,550,302,1%,286,7,-620%,16,041,-2000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Sardegna,601,435.830,13.914,875,126,1%,115,7,-500%,11,069,1000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Sicilia,1.732,1.610.298,83.644,1.730,557,1%,527,11,170%,30,062,-320%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Toscana,1.064,1.370.123,82.598,2.237,339,0%,324,9,-270%,15,041,-2110%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Umbria,409,363.318,4.511,521,155,3%,153,18,-500%,2,023,-3330%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Valle d'Aosta,53,43.356,831,670,9,1%,9,7,000%,0,000,000%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Veneto,3.145,2.180.762,51.230,1.052,485,1%,470,10,-210%,15,031,-2500%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
Italia,25.389,21.721.630,727.812,1.229,6.409,1%,6.170,10,-330%,239,040,-590%,Dati della Protezione Civile del 24 Agosto 2022 ore 17:14
