Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,198,1382,10,181,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Basilicata,59,397,1,79,13,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Calabria,172,984,5,194,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Campania,382,4011,19,585,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Emilia-Romagna,838,9001,31,889,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Friuli Venezia Giulia,95,1277,3,175,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Lazio,582,6421,31,943,243,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Liguria,147,1643,8,218,12,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Lombardia,613,10457,35,1810,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Marche,65,988,4,230,49,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Molise,10,176,3,39,26,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
P.A. Bolzano,34,500,1,100,20,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
P.A. Trento,28,517,3,90,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Piemonte,309,6794,15,628,99,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Puglia,275,2903,12,503,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Sardegna,149,1602,9,204,16,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Sicilia,531,3628,24,795,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Toscana,286,5033,18,570,8,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Umbria,97,662,4,86,41,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Valle d'Aosta,8,85,0,13,21,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Veneto,243,6000,12,1000,0,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
Italia,5121,64461,248,9332,548,Dati della Protezione Civile del 31 Maggio 2022 ore 23:45
