Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,121,36074,11205,858,505,5%,466,36,4.7&,39,2.99,-4.9%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Basilicata,41,11143,6150,1104,98,2%,94,17,-3.1&,4,0.72,33.3%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Calabria,221,24811,8563,445,267,3%,248,13,2.5&,19,0.99,0%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Campania,747,193165,77497,1339,1473,2%,1377,24,1.1&,96,1.66,-2%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Emilia-Romagna,1600,179586,56385,1262,2919,5%,2684,60,1&,235,5.26,0.4%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Friuli Venezia Giulia,281,51582,11693,965,726,6%,663,55,0.8&,63,5.2,3.3%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Lazio,1334,169254,77077,1314,3170,4%,2852,49,1&,318,5.42,2.9%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Liguria,204,61509,5748,372,791,14%,716,46,2.9&,75,4.86,5.6%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Lombardia,863,485933,52687,521,3711,7%,3227,32,-1.2&,484,4.79,-1%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Marche,355,43329,12317,811,552,4%,487,32,1.7&,65,4.28,-3%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Molise,82,6755,1668,552,64,4%,54,18,3.8&,10,3.31,0%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
P.A. Bolzano,37,29983,10824,2034,222,2%,197,37,5.9&,25,4.7,4.2%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
P.A. Trento,193,22472,2065,380,422,20%,379,70,-0.8&,43,7.92,-2.3%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Piemonte,446,200506,20513,473,3002,15%,2819,65,1.2&,183,4.22,-2.7%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Puglia,631,94284,53539,1336,1601,3%,1464,37,-0.8&,137,3.42,0.7%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Sardegna,177,32038,16726,1026,532,3%,489,30,3.4&,43,2.64,0%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Sicilia,1391,97938,36578,736,1367,4%,1181,24,3.9&,186,3.74,1.1%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Toscana,313,122083,9979,268,1018,10%,877,24,5.2&,141,3.79,-4.1%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Umbria,54,29494,3878,441,318,8%,274,31,2.2&,44,5,-8.3%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Valle d'Aosta,27,7359,410,327,64,16%,63,50,-4.5&,1,0.8,-50%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Veneto,1682,266946,94956,1935,3074,3%,2706,55,0.7&,368,7.5,0.8%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
Italia,10800,2166244,570458,947,25896,5%,23317,39,1&,2579,4.28,-0.2%,Dati della Protezione Civile del 04 Gennaio 2021 ore 20:01
