Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,26,80.203,2.172,168,82,4%,75,6,710%,7,054,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Basilicata,6,29.495,1.317,238,53,4%,49,9,210%,4,072,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Calabria,125,81.037,5.012,265,181,4%,163,9,250%,18,095,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Campania,151,450.824,8.035,141,357,4%,336,6,-150%,21,037,-450%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Emilia-Romagna,470,418.257,14.948,335,465,3%,420,9,550%,45,101,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Friuli Venezia Giulia,37,112.381,1.408,117,55,4%,44,4,000%,11,091,1000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Lazio,271,379.291,12.607,219,516,4%,452,8,230%,64,111,320%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Liguria,65,111.370,1.820,119,99,5%,90,6,590%,9,059,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Lombardia,220,876.530,11.545,115,478,4%,416,4,100%,62,062,330%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Marche,16,112.351,3.203,212,84,3%,58,4,-170%,26,172,830%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Molise,0,14.412,228,76,11,5%,10,3,-910%,1,033,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
P.A. Bolzano,4,75.945,962,181,28,3%,21,4,-870%,7,131,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
P.A. Trento,15,47.893,441,81,21,5%,20,4,1760%,1,018,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Piemonte,87,375.406,3.756,87,219,6%,195,5,260%,24,056,-400%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Puglia,88,266.082,3.681,93,213,6%,193,5,600%,20,051,-480%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Sardegna,96,74.256,5.072,315,237,5%,213,13,240%,24,149,-400%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Sicilia,618,289.329,26.014,534,895,3%,792,16,080%,103,211,-280%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Toscana,207,277.000,9.378,254,436,5%,380,10,160%,56,152,180%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Umbria,7,62.834,1.346,155,56,4%,49,6,650%,7,080,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Valle d'Aosta,0,12.054,75,60,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Veneto,291,462.255,12.884,264,275,2%,222,5,280%,53,109,190%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
Italia,2.800,4.609.205,125.904,211,4.763,4%,4.200,7,210%,563,094,070%,Dati della Protezione Civile del 13 Settembre 2021 ore 17:54
