Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,473,56503,13116,1004,744,6%,657,50,0.9%,87,6.66,2.4%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Basilicata,164,16267,3876,696,107,3%,95,17,-2.1%,12,2.15,20%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Calabria,260,38849,6387,332,234,4%,211,11,4.5%,23,1.19,9.5%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Campania,2842,279818,85210,1473,1498,2%,1358,23,0.1%,140,2.42,0%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Emilia-Romagna,3246,273376,50314,1126,2929,6%,2663,60,2.4%,266,5.95,2.7%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Friuli Venezia Giulia,823,79622,11393,941,460,4%,396,33,1%,64,5.28,1.6%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Lazio,1525,241207,36562,623,2120,6%,1872,32,0.6%,248,4.23,2.9%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Liguria,338,79744,5793,375,573,10%,517,34,-3.4%,56,3.63,1.8%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Lombardia,5210,623952,76128,753,5347,7%,4804,48,1.5%,543,5.37,2.1%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Marche,1027,71423,10203,672,685,7%,593,39,2.2%,92,6.06,5.7%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Molise,137,11059,1758,582,115,7%,96,32,-4%,19,6.29,-9.5%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
P.A. Bolzano,230,54924,6336,1191,230,4%,194,36,-1.5%,36,6.77,0%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
P.A. Trento,406,35327,3913,721,227,6%,179,33,-0.6%,48,8.84,4.3%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Piemonte,2283,255885,20501,472,2408,12%,2223,51,2.4%,185,4.26,-1.6%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Puglia,1418,152819,34250,854,1443,4%,1282,32,-0.4%,161,4.02,-0.6%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Sardegna,89,41577,12686,778,217,2%,192,12,-0.5%,25,1.53,8.7%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Sicilia,519,155220,22678,456,790,3%,670,13,-0.9%,120,2.42,1.7%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Toscana,1231,161803,20152,541,1236,6%,1053,28,2.3%,183,4.92,5.8%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Umbria,295,45914,7603,864,517,7%,431,49,-1.1%,86,9.77,4.9%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Valle d'Aosta,15,8098,171,136,12,7%,10,8,-23.1%,2,1.59,0%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Veneto,1505,339742,27440,559,1007,4%,878,18,1.4%,129,2.63,-1.5%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
Italia,24036,3023129,456470,758,22899,5%,20374,34,1.1%,2525,4.19,2%,Dati della Protezione Civile del 05 Marzo 2021 ore 17:48
