Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,21,1324,1,185,23,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Calabria,50,818,4,152,25,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Campania,175,3834,10,575,81,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Emilia-Romagna,141,6538,13,760,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Lazio,119,6421,26,943,193,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Liguria,12,1703,5,212,12,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Lombardia,135,6369,31,1416,114,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Marche,13,951,2,209,57,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Molise,1,176,0,39,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
P.A. Bolzano,7,391,0,100,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
P.A. Trento,1,517,1,60,15,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Piemonte,46,5824,3,628,99,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Puglia,66,2799,9,462,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Sardegna,60,1602,4,216,33,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Sicilia,149,2994,21,643,196,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Toscana,66,5033,16,446,37,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Umbria,7,671,1,97,30,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Veneto,45,6000,9,1000,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
Italia,1136,55723,156,8421,934,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18
