Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,110,79.165,2.231,172,93,4%,87,7,-220%,6,046,-1430%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Basilicata,79,29.018,1.430,258,46,3%,44,8,-830%,2,036,10000%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Calabria,339,78.048,4.880,258,178,4%,162,9,060%,16,084,670%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Campania,491,446.268,9.011,158,395,4%,373,7,-160%,22,039,-430%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Emilia-Romagna,383,412.269,15.733,352,438,3%,387,9,-400%,51,114,200%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Friuli Venezia Giulia,141,110.944,1.189,99,65,5%,53,4,820%,12,099,-770%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Lazio,350,375.003,14.800,257,519,4%,448,8,-300%,71,123,-140%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Liguria,137,109.942,1.912,125,84,4%,75,5,-130%,9,059,-1820%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Lombardia,688,870.382,11.080,110,405,4%,359,4,170%,46,046,220%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Marche,169,110.686,3.419,226,87,3%,68,4,1530%,19,126,-500%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Molise,27,14.276,228,76,9,4%,9,3,1250%,0,000,000%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
P.A. Bolzano,90,75.130,746,140,27,4%,23,4,950%,4,075,3330%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
P.A. Trento,32,47.521,494,91,20,4%,20,4,-2000%,0,000,000%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Piemonte,259,372.766,3.573,83,180,5%,163,4,650%,17,039,2140%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Puglia,298,263.852,4.500,114,254,6%,234,6,-080%,20,051,1760%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Sardegna,389,72.373,7.535,468,254,3%,230,14,-420%,24,149,-1110%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Sicilia,1.155,277.705,28.300,580,950,3%,836,17,150%,114,234,-260%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Toscana,538,271.803,10.981,297,466,4%,415,11,-100%,51,138,-560%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Umbria,134,61.820,1.635,188,51,3%,45,5,-630%,6,069,000%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Valle d'Aosta,3,12.022,106,85,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Veneto,691,455.494,12.795,262,250,2%,200,4,050%,50,102,200%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
Italia,6.503,4.546.487,136.578,229,4.771,3%,4.231,7,-050%,540,091,-070%,Dati della Protezione Civile del 01 Settembre 2021 ore 19:30
