Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,83,82.896,1.833,142,68,4%,57,4,-1090%,11,085,1000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Basilicata,17,30.759,803,145,22,3%,22,4,000%,0,000,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Calabria,167,87.372,3.086,163,102,3%,97,5,210%,5,026,2500%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Campania,629,466.582,8.607,151,268,3%,248,4,830%,20,035,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Emilia-Romagna,409,431.902,7.395,166,322,4%,291,7,320%,31,069,-310%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Friuli Venezia Giulia,249,116.935,1.981,164,75,4%,63,5,330%,12,099,-770%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Lazio,538,394.618,9.373,163,425,5%,376,7,160%,49,085,210%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Liguria,111,114.818,1.127,74,72,6%,62,4,880%,10,066,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Lombardia,574,894.109,9.318,93,346,4%,302,3,170%,44,044,-430%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Marche,128,116.114,2.168,143,69,3%,50,3,640%,19,126,560%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Molise,1,14.663,119,40,7,6%,5,2,-1670%,2,067,10000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
P.A. Bolzano,196,78.977,1.330,250,50,4%,45,8,000%,5,094,2500%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
P.A. Trento,61,49.315,479,88,18,4%,16,3,4550%,2,037,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Piemonte,281,384.774,4.177,97,192,5%,173,4,-230%,19,044,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Puglia,201,272.730,2.938,74,146,5%,129,3,-230%,17,043,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Sardegna,44,76.164,1.321,82,44,3%,39,2,-710%,5,031,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Sicilia,285,307.931,7.162,147,318,4%,285,6,000%,33,068,-830%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Toscana,287,289.252,5.569,151,269,5%,244,7,560%,25,068,-740%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Umbria,79,65.155,1.118,128,41,4%,35,4,290%,6,069,-1430%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Valle d'Aosta,6,12.302,74,59,4,5%,4,3,-2000%,0,000,000%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Veneto,532,480.072,10.403,213,195,2%,164,3,-120%,31,064,330%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Italia,4.878,4.767.440,80.381,135,3.053,4%,2.707,5,180%,346,058,-090%,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
