Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.984,471.058,43.612,3.404,273,1%,268,21,350%,5,039,2500%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Basilicata,989,160.077,14.801,2.715,95,1%,95,17,000%,0,000,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Calabria,3.057,457.675,65.165,3.502,329,1%,314,17,260%,15,081,-1180%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Campania,11.546,2.000.747,188.562,3.353,749,0%,720,13,-190%,29,052,740%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Emilia-Romagna,7.777,1.676.172,85.115,1.917,1.545,2%,1.495,34,120%,50,113,870%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Friuli Venezia Giulia,2.075,427.987,23.441,1.951,259,1%,252,21,680%,7,058,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Lazio,8.512,1.861.538,215.432,3.759,1.069,0%,997,17,790%,72,126,430%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Liguria,2.180,506.915,23.625,1.556,397,2%,386,25,320%,11,072,1000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Lombardia,13.001,3.233.568,162.023,1.623,1.526,1%,1.482,15,190%,44,044,480%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Marche,2.964,539.267,21.438,1.431,184,1%,178,12,060%,6,040,-2500%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Molise,432,77.203,5.186,1.762,26,1%,24,8,910%,2,068,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
P.A. Bolzano,807,237.269,7.219,1.350,88,1%,87,16,-840%,1,019,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
P.A. Trento,824,184.828,7.628,1.407,93,1%,91,17,1100%,2,037,10000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Piemonte,5.261,1.324.390,62.233,1.456,561,1%,553,13,180%,8,019,-2000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Puglia,8.037,1.321.005,93.017,2.365,497,1%,479,12,150%,18,046,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Sardegna,2.796,390.094,40.508,2.548,178,0%,170,11,970%,8,050,-1110%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Sicilia,6.905,1.471.085,144.858,2.997,1.076,1%,1.021,21,210%,55,114,780%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Toscana,4.925,1.284.521,89.999,2.437,759,1%,730,20,300%,29,079,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Umbria,1.851,330.846,23.465,2.711,287,1%,279,32,370%,8,092,-2730%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Valle d'Aosta,197,39.823,1.688,1.360,24,1%,24,19,-400%,0,000,000%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Veneto,9.264,1.989.411,107.751,2.213,743,1%,718,15,170%,25,051,-1380%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
Italia,96.384,19.985.479,1.426.766,2.409,10.758,1%,10.363,17,250%,395,067,100%,Dati della Protezione Civile del 15 Luglio 2022 ore 23:45
