Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,327,1382,11,181,14,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Basilicata,99,381,3,79,14,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Calabria,293,1037,18,198,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Campania,739,4064,41,581,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Emilia-Romagna,1396,9001,34,889,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Friuli Venezia Giulia,166,1277,4,175,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Lazio,1151,6421,69,943,243,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Liguria,319,1646,12,215,12,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Lombardia,1169,10457,38,1810,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Marche,179,1013,5,252,44,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Molise,30,176,2,39,26,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
P.A. Bolzano,34,500,3,100,20,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
P.A. Trento,69,517,3,90,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Piemonte,773,6794,23,628,99,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Puglia,587,2903,39,503,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Sardegna,327,1602,18,204,16,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Sicilia,895,3738,48,823,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Toscana,731,5033,23,570,10,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Umbria,267,662,4,86,41,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Valle d'Aosta,18,163,0,34,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Veneto,638,6000,15,1000,0,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
Italia,10207,64767,413,9400,539,Dati della Protezione Civile del 20 Aprile 2022 ore 23:45
