Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,72,82.066,1.328,103,53,4%,48,4,-770%,5,039,2500%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Basilicata,16,30.593,889,161,24,3%,24,4,910%,0,000,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Calabria,145,86.047,2.767,146,85,3%,78,4,-600%,7,037,-1250%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Campania,355,462.069,6.401,112,211,3%,188,3,270%,23,040,950%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Emilia-Romagna,294,428.776,11.776,264,314,3%,283,6,-440%,31,069,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Friuli Venezia Giulia,149,115.264,1.049,87,60,6%,54,4,1020%,6,050,-1430%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Lazio,431,390.287,8.605,150,363,4%,313,5,-030%,50,087,420%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Liguria,94,114.015,842,55,61,7%,50,3,000%,11,072,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Lombardia,383,890.161,8.316,83,329,4%,276,3,-140%,53,053,-360%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Marche,100,115.208,1.995,132,54,3%,44,3,000%,10,066,-1670%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Molise,21,14.593,89,30,5,6%,4,1,3330%,1,033,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
P.A. Bolzano,84,78.045,870,163,36,4%,30,6,-320%,6,113,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
P.A. Trento,40,48.931,328,60,12,4%,10,2,-1670%,2,037,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Piemonte,267,382.684,3.481,81,198,6%,180,4,-480%,18,042,-530%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Puglia,167,270.916,2.063,52,151,7%,132,3,080%,19,048,1180%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Sardegna,24,75.918,1.420,88,70,5%,58,4,-170%,12,074,910%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Sicilia,286,304.592,6.682,137,314,5%,266,5,110%,48,098,-200%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Toscana,277,286.669,5.070,137,232,5%,210,6,-050%,22,060,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Umbria,141,64.542,716,82,39,5%,35,4,1290%,4,046,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Valle d'Aosta,2,12.263,98,78,3,3%,3,2,5000%,0,000,000%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Veneto,446,476.039,8.965,184,181,2%,153,3,-380%,28,057,370%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
Italia,3.794,4.729.678,73.750,124,2.795,4%,2.439,4,-100%,356,060,030%,Dati della Protezione Civile del 21 Ottobre 2021 ore 18:53
