Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,62,1324,12,177,23,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Basilicata,37,376,2,88,13,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Calabria,124,798,9,169,2,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Campania,348,3849,22,548,195,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Emilia-Romagna,373,6538,44,760,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Friuli Venezia Giulia,28,1277,9,175,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Lazio,528,6421,67,943,243,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Liguria,81,1684,11,218,12,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Lombardia,314,6369,41,1416,114,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Marche,49,951,9,213,61,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Molise,7,176,1,39,26,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
P.A. Bolzano,17,391,1,100,20,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
P.A. Trento,23,517,2,90,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Piemonte,128,5824,13,628,99,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Puglia,156,2731,22,482,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Sardegna,179,1602,19,204,16,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Sicilia,663,3749,83,911,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Toscana,330,5033,41,570,39,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Umbria,52,684,4,91,36,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Veneto,190,6000,43,1000,0,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Italia,3692,56377,455,8855,899,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
