Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,278,34858,11036,845,468,4%,432,33,-4.2&,36,2.76,-5.3%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Basilicata,113,10679,5995,1076,93,2%,89,16,6&,4,0.72,-33.3%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Calabria,449,23518,8731,454,274,3%,257,13,0&,17,0.88,6.3%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Campania,930,188119,77611,1341,1459,2%,1357,23,-3.2&,102,1.76,5.2%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Emilia-Romagna,1427,169396,56057,1255,2871,5%,2641,59,1.7&,230,5.15,4.1%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Friuli Venezia Giulia,803,49150,11647,961,700,6%,641,53,-2.1&,59,4.87,-1.7%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Lazio,1333,161284,74463,1269,3111,4%,2808,48,-1.6&,303,5.17,-0.7%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Liguria,415,59997,5628,365,775,14%,712,46,0.1&,63,4.08,0%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Lombardia,1673,475044,52996,525,4098,8%,3617,36,-0.5&,481,4.76,-3.4%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Marche,585,40921,10572,696,530,5%,468,31,0.6&,62,4.08,1.6%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Molise,44,6440,2061,682,63,3%,53,18,-5.4&,10,3.31,25%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
P.A. Bolzano,220,29234,10602,1993,190,2%,168,32,23.5&,22,4.13,0%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
P.A. Trento,197,21520,1713,316,425,25%,380,70,0&,45,8.29,-2.2%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Piemonte,1046,196461,28959,667,3149,11%,2957,68,-2.4&,192,4.42,-2%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Puglia,1470,89303,52740,1316,1625,3%,1497,37,2.1&,128,3.19,-5.9%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Sardegna,328,30745,16325,1001,540,3%,496,30,-0.4&,44,2.7,-2.2%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Sicilia,1084,92345,33387,672,1251,4%,1085,22,-0.7&,166,3.34,-1.8%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Toscana,460,119696,9737,262,1029,11%,869,23,-1.1&,160,4.3,1.9%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Umbria,347,28660,3706,421,300,8%,256,29,-2.7&,44,5,15.8%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Valle d'Aosta,14,7244,406,324,74,18%,72,57,-1.4&,2,1.59,100%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Veneto,2986,249075,90023,1834,3069,3%,2711,55,1.2&,358,7.29,-2.2%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
Italia,16202,2083689,564395,937,26094,5%,23566,39,-0.4&,2528,4.2,-0.8%,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33
