Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,255,33875,12019,920,545,5%,506,39,-5.2&,39,2.99,-4.9%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Basilicata,99,10223,5872,1054,100,2%,91,16,-2.2&,9,1.62,12.5%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Calabria,284,21777,8242,428,316,4%,297,15,1.7&,19,0.99,-17.4%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Campania,1067,183117,79947,1382,1620,2%,1513,26,-1&,107,1.85,-9.3%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Emilia-Romagna,1129,159472,58025,1299,3010,5%,2803,63,-3&,207,4.63,-1.4%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Friuli Venezia Giulia,512,45884,12275,1013,651,5%,595,49,-0.5&,56,4.62,-1.8%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Lazio,946,152457,75702,1291,3026,4%,2740,47,0.7&,286,4.88,-2.1%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Liguria,228,58198,6177,400,753,12%,689,45,-1.6&,64,4.15,-1.5%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Lombardia,2153,464599,60239,596,4779,8%,4243,42,-1.1&,536,5.3,-0.7%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Marche,498,38292,9559,630,472,5%,411,27,-2.4&,61,4.02,0%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Molise,27,6170,2202,728,60,3%,53,18,-5.4&,7,2.32,-12.5%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
P.A. Bolzano,131,28398,9214,1732,189,2%,170,32,-3.4&,19,3.57,-17.4%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
P.A. Trento,157,20447,1666,307,393,24%,346,64,-4.9&,47,8.66,-4.1%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Piemonte,933,191443,36561,842,3454,9%,3239,75,-2.8&,215,4.95,-5.7%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Puglia,942,83205,52872,1319,1589,3%,1417,35,-0.3&,172,4.29,3%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Sardegna,269,29136,15969,979,563,4%,519,32,-1.3&,44,2.7,-8.3%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Sicilia,932,87024,33614,677,1204,4%,1028,21,-2.9&,176,3.54,0%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Toscana,435,116979,11357,305,1069,9%,903,24,-4&,166,4.46,-5.1%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Umbria,157,27553,3548,403,279,8%,239,27,-2&,40,4.54,-9.1%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Valle d'Aosta,11,7084,430,343,88,20%,84,67,-6.7&,4,3.19,-20%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Veneto,3357,225945,103326,2105,3010,3%,2660,54,-0.4&,350,7.13,0.3%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
Italia,14522,1991278,598816,994,27170,5%,24546,41,-1.6&,2624,4.36,-2.3%,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39
