Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,195,71.067,8.551,655,421,5%,382,29,-180%,39,299,-710%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Basilicata,169,23.784,6.160,1.106,174,3%,168,30,370%,6,108,-3330%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Calabria,473,59.670,14.952,777,521,3%,473,25,-040%,48,249,670%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Campania,1.986,389.894,91.885,1.588,1.599,2%,1.462,25,-300%,137,237,070%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Emilia-Romagna,979,368.045,43.651,977,1.998,5%,1.764,39,-150%,234,524,-640%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Friuli Venezia Giulia,213,105.048,7.627,630,280,4%,250,21,-530%,30,248,-630%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Lazio,1.124,322.603,45.362,773,2.536,6%,2.245,38,-220%,291,496,-520%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Liguria,301,99.140,5.505,357,546,10%,479,31,-340%,67,434,150%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Lombardia,2.306,802.406,52.074,515,4.154,8%,3.597,36,-300%,557,551,-310%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Marche,308,97.375,6.182,407,489,8%,419,28,-430%,70,461,290%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Molise,37,13.189,606,200,53,9%,44,15,000%,9,298,-1820%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
P.A. Bolzano,70,71.056,962,181,65,7%,62,12,-460%,3,056,-2500%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
P.A. Trento,70,43.902,1.062,196,93,9%,73,13,-140%,20,369,-2310%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Piemonte,1.084,344.357,16.121,371,2.390,15%,2.170,50,-420%,220,507,-130%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Puglia,1.501,233.497,48.429,1.208,1.888,4%,1.658,41,-160%,230,574,-040%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Sardegna,207,54.260,17.235,1.057,413,2%,365,22,-160%,48,294,430%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Sicilia,1.061,207.626,25.244,508,1.369,5%,1.201,24,-170%,168,338,-230%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Toscana,1.052,225.972,21.127,568,1.616,8%,1.362,37,-370%,254,682,-080%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Umbria,188,54.322,2.955,336,202,7%,169,19,560%,33,375,000%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Valle d'Aosta,61,10.884,764,609,51,7%,44,35,-1020%,7,558,-1250%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Veneto,935,411.111,22.255,453,1.133,5%,964,20,-250%,169,344,-120%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
Italia,14.320,4.009.208,438.709,728,21.991,5%,19.351,32,-260%,2.640,438,-260%,Dati della Protezione Civile del 29 Aprile 2021 ore 18:47
