Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,317,90.171,5.176,403,130,3%,119,9,-400%,11,086,1000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Basilicata,97,32.074,1.270,232,20,2%,19,3,000%,1,018,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Calabria,360,96.185,6.069,323,183,3%,161,9,-180%,22,117,1000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Campania,1.665,502.433,20.575,362,371,2%,345,6,-090%,26,046,400%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Emilia-Romagna,1.661,470.881,29.545,665,1.009,3%,921,21,330%,88,198,-110%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Friuli Venezia Giulia,483,137.548,8.083,674,322,4%,296,25,-030%,26,217,400%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Lazio,1.871,439.174,27.062,473,896,3%,786,14,120%,110,192,-350%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Liguria,598,127.392,6.373,422,273,4%,243,16,520%,30,199,710%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Lombardia,3.474,958.215,44.114,443,1.263,3%,1.124,11,370%,139,139,220%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Marche,631,128.017,5.931,395,143,2%,111,7,-090%,32,213,320%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Molise,2,15.340,243,82,11,5%,10,3,-1670%,1,034,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
P.A. Bolzano,543,92.858,6.535,1.224,107,2%,88,16,-830%,19,356,560%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
P.A. Trento,217,53.975,2.186,401,95,4%,79,15,260%,16,294,670%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Piemonte,1.791,410.856,16.395,384,532,3%,488,11,540%,44,103,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Puglia,387,282.597,4.944,126,147,3%,129,3,-510%,18,046,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Sardegna,173,80.363,3.130,196,103,3%,96,6,320%,7,044,-2220%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Sicilia,1.143,331.911,15.107,312,392,3%,346,7,210%,46,095,-420%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Toscana,870,308.087,11.744,320,334,3%,285,8,250%,49,134,430%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Umbria,195,68.828,2.141,248,52,2%,45,5,230%,7,081,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Valle d'Aosta,26,13.677,716,578,24,3%,23,19,-420%,1,081,000%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Veneto,3.993,544.688,45.809,944,892,2%,769,16,640%,123,253,-080%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
Italia,20.497,5.185.270,263.148,444,7.299,3%,6.483,11,240%,816,138,060%,Dati della Protezione Civile del 10 Dicembre 2021 ore 20:19
