Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,482,49710,12308,943,622,5%,552,42,0.2%,70,5.36,11.1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Basilicata,111,14556,3474,624,79,2%,73,13,1.4%,6,1.08,-14.3%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Calabria,166,36021,6465,336,193,3%,173,9,-3.4%,20,1.04,11.1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Campania,1573,248165,69182,1196,1400,2%,1290,22,-0.8%,110,1.9,2.8%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Emilia-Romagna,1565,240650,34929,782,2071,6%,1890,42,-0.6%,181,4.05,2.8%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Friuli Venezia Giulia,262,73043,9410,777,419,4%,361,30,-6%,58,4.79,-1.7%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Lazio,1025,222855,35638,608,2177,6%,1945,33,-4.8%,232,3.96,-2.9%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Liguria,334,74873,4810,312,600,12%,541,35,-4.9%,59,3.82,-1.7%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Lombardia,2540,570023,49973,495,4084,8%,3716,37,-0.6%,368,3.64,1.4%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Marche,532,62216,8356,550,599,7%,520,34,-2.6%,79,5.2,1.3%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Molise,149,9800,1620,536,89,5%,77,25,0%,12,3.97,0%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
P.A. Bolzano,478,50276,7853,1476,290,4%,253,48,-0.4%,37,6.95,-5.1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
P.A. Trento,292,31155,2899,534,199,7%,172,32,6.2%,27,4.97,3.8%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Piemonte,501,236075,12006,277,1994,17%,1866,43,-0.5%,128,2.95,-7.2%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Puglia,844,137922,35729,891,1442,4%,1283,32,-2.4%,159,3.97,1.9%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Sardegna,100,40538,13502,828,320,2%,295,18,-2.3%,25,1.53,-13.8%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Sicilia,480,147665,33004,664,1075,3%,930,19,-3.2%,145,2.92,-5.8%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Toscana,956,145976,12803,344,861,7%,717,19,2.6%,144,3.87,5.1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Umbria,319,42058,8418,956,554,7%,469,53,-0.4%,85,9.66,2.4%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Valle d'Aosta,11,7947,136,108,12,9%,10,8,25%,2,1.59,0%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Veneto,1042,323888,21986,448,928,4%,830,17,-5.1%,98,2,1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Italia,13762,2765412,384501,638,20008,5%,17963,30,-1.7%,2045,3.39,0.1%,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
