Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,121,1382,4,181,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Basilicata,50,354,1,79,13,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Calabria,173,978,6,183,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Campania,390,3899,24,573,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Emilia-Romagna,907,9001,29,889,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Friuli Venezia Giulia,155,1277,9,175,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Lazio,597,6421,51,943,243,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Liguria,174,1638,4,215,12,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Lombardia,780,10457,14,1810,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Marche,79,983,3,230,49,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Molise,16,176,1,39,26,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
P.A. Bolzano,79,500,2,100,20,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
P.A. Trento,46,517,0,90,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Piemonte,301,6794,10,628,99,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Puglia,269,2735,10,405,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Sardegna,125,1602,7,204,16,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Sicilia,748,3607,26,790,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Toscana,347,5033,14,570,15,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Umbria,137,662,2,86,41,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Valle d'Aosta,9,85,0,13,21,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Veneto,370,6000,17,1000,0,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
Italia,5873,64101,234,9203,555,Dati della Protezione Civile del 27 Giugno 2022 ore 23:45
