Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,238,1382,8,181,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Basilicata,56,358,2,79,13,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Calabria,276,971,10,177,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Campania,468,3896,25,575,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Emilia-Romagna,1411,9001,39,889,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Friuli Venezia Giulia,236,1277,3,175,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Lazio,854,6421,56,943,243,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Liguria,362,1611,6,219,12,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Lombardia,1055,10457,41,1810,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Marche,145,983,4,230,50,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Molise,29,176,3,39,26,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
P.A. Bolzano,57,500,1,100,20,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
P.A. Trento,65,517,1,90,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Piemonte,446,6794,10,628,99,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Puglia,404,2751,17,405,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Sardegna,148,1602,9,204,16,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Sicilia,764,3668,38,793,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Toscana,512,5033,19,570,13,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Umbria,225,662,3,86,41,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Valle d'Aosta,13,85,0,13,21,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Veneto,594,6000,26,1000,0,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Italia,8358,64145,321,9206,554,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
