Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,32,75.103,906,70,27,3%,26,2,400%,1,008,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Basilicata,7,27.027,597,108,14,2%,13,2,-1330%,1,018,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Calabria,48,69.259,2.434,129,48,2%,45,2,-1180%,3,016,-2500%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Campania,226,425.538,6.742,118,221,3%,201,4,-650%,20,035,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Emilia-Romagna,99,387.410,2.194,49,170,8%,155,3,-130%,15,034,-1180%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Friuli Venezia Giulia,17,107.066,206,17,7,3%,6,0,2000%,1,008,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Lazio,135,346.761,2.144,37,162,8%,135,2,-290%,27,047,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Liguria,17,103.544,145,10,18,12%,11,1,000%,7,046,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Lombardia,230,843.100,8.852,88,162,2%,127,1,-520%,35,035,-1860%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Marche,19,103.943,1.284,85,10,1%,8,1,-1110%,2,013,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Molise,10,13.742,65,22,1,2%,1,0,000%,0,000,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
P.A. Bolzano,12,73.369,108,20,9,8%,7,1,1670%,2,038,10000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
P.A. Trento,3,45.803,47,9,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Piemonte,40,363.210,697,16,70,10%,67,2,470%,3,007,-2500%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Puglia,44,253.722,2.136,54,92,4%,83,2,-120%,9,023,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Sardegna,51,57.434,2.367,147,34,1%,33,2,000%,1,006,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Sicilia,201,232.915,3.509,72,148,4%,128,3,000%,20,041,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Toscana,79,244.798,1.495,40,83,6%,68,2,150%,15,041,-630%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Umbria,13,56.916,628,72,13,2%,12,1,-770%,1,011,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Valle d'Aosta,1,11.700,23,18,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Veneto,106,426.131,4.817,99,47,1%,41,1,250%,6,012,000%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
Italia,1.390,4.268.491,41.396,69,1.336,3%,1.167,2,-250%,169,028,-610%,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01
