Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,503,395.550,31.201,2.436,300,1%,290,23,280%,10,078,1110%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Basilicata,190,134.323,29.081,5.335,86,0%,84,15,-230%,2,037,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Calabria,446,378.062,65.174,3.503,202,0%,190,10,-310%,12,064,-770%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Campania,1.431,1.673.219,148.080,2.633,604,0%,569,10,-100%,35,062,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Emilia-Romagna,1.873,1.461.026,36.360,819,1.218,3%,1.185,27,300%,33,074,1000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Friuli Venezia Giulia,125,373.574,22.610,1.882,158,1%,154,13,620%,4,033,-2000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Lazio,1.745,1.540.014,143.834,2.510,869,1%,818,14,250%,51,089,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Liguria,292,441.398,11.910,784,241,2%,229,15,750%,12,079,-770%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Lombardia,1.440,2.847.027,132.971,1.332,916,1%,876,9,-160%,40,040,530%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Marche,408,463.651,4.841,323,126,3%,123,8,700%,3,020,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Molise,97,64.112,8.496,2.887,26,0%,23,8,000%,3,102,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
P.A. Bolzano,78,215.472,2.838,531,41,1%,41,8,000%,0,000,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
P.A. Trento,81,165.455,2.795,516,54,2%,51,9,850%,3,055,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Piemonte,883,1.179.088,35.394,828,595,2%,571,13,440%,24,056,1430%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Puglia,814,1.109.716,89.054,2.264,476,1%,451,11,-240%,25,064,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Sardegna,732,298.807,24.411,1.535,246,1%,234,15,-330%,12,075,2000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Sicilia,848,1.157.723,95.181,1.969,681,1%,644,13,190%,37,077,-260%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Toscana,573,1.131.113,37.950,1.028,446,1%,427,12,410%,19,051,-500%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Umbria,280,279.637,9.677,1.118,213,2%,208,24,-050%,5,058,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Valle d'Aosta,9,36.024,1.231,992,27,2%,26,21,000%,1,081,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Veneto,820,1.726.658,49.279,1.012,459,1%,437,9,-140%,22,045,000%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
Italia,13.668,17.071.649,982.368,1.658,7.984,1%,7.631,13,130%,353,060,170%,Dati della Protezione Civile del 16 Maggio 2022 ore 23:45
