Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,141,75.946,1.299,100,26,2%,26,2,830%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Basilicata,15,27.268,572,103,12,2%,12,2,-770%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Calabria,145,70.542,2.491,132,63,3%,59,3,930%,4,021,-2000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Campania,345,429.857,8.392,147,197,2%,188,3,000%,9,016,-1000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Emilia-Romagna,419,392.602,5.622,126,182,3%,169,4,430%,13,029,4440%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Friuli Venezia Giulia,75,107.755,532,44,11,2%,10,1,000%,1,008,-5000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Lazio,772,356.161,8.211,143,298,4%,262,5,310%,36,063,290%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Liguria,144,104.934,1.045,69,43,4%,37,2,570%,6,039,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Lombardia,720,850.854,9.517,95,223,2%,194,2,780%,29,029,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Marche,162,105.145,1.768,117,21,1%,17,1,4170%,4,026,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Molise,14,13.894,109,36,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
P.A. Bolzano,25,73.711,307,58,11,4%,11,2,1000%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
P.A. Trento,25,46.280,362,66,6,2%,6,1,000%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Piemonte,150,365.029,1.817,42,71,4%,68,2,150%,3,007,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Puglia,163,255.400,1.917,48,84,4%,75,2,-380%,9,023,-1000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Sardegna,403,61.000,4.046,251,78,2%,69,4,-140%,9,056,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Sicilia,627,240.616,8.943,183,289,3%,263,5,1240%,26,053,-1330%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Toscana,661,249.864,5.118,139,121,2%,105,3,-370%,16,043,-1580%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Umbria,143,57.959,1.342,154,15,1%,13,1,830%,2,023,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Valle d'Aosta,3,11.751,51,41,1,2%,1,1,000%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Veneto,544,434.171,10.700,219,115,1%,99,2,880%,16,033,000%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
Italia,5.696,4.330.739,74.161,124,1.868,3%,1.685,3,460%,183,031,-320%,Dati della Protezione Civile del 28 Luglio 2021 ore 18:33
