Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,154,1382,6,181,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Basilicata,40,358,2,79,14,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Calabria,186,971,10,177,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Campania,316,3890,14,575,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Emilia-Romagna,1061,9001,31,889,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Friuli Venezia Giulia,155,1277,5,175,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Lazio,615,6421,40,943,243,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Liguria,247,1606,7,218,12,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Lombardia,686,10457,22,1810,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Marche,82,983,3,230,50,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Molise,18,176,1,39,26,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
P.A. Bolzano,29,500,0,100,20,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
P.A. Trento,71,517,1,90,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Piemonte,287,6794,6,628,99,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Puglia,257,2751,13,405,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Sardegna,104,1602,10,204,16,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Sicilia,443,3584,27,788,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Toscana,310,5033,6,570,13,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Umbria,160,662,3,86,41,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Valle d'Aosta,10,85,1,13,21,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Veneto,437,6000,19,1000,0,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
Italia,5668,64050,227,9200,555,Dati della Protezione Civile del 27 Agosto 2022 ore 22:00
