Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,279,88.943,4.888,378,112,2%,102,8,-1050%,10,077,1110%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Basilicata,40,31.753,1.115,202,14,1%,14,3,1670%,0,000,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Calabria,456,94.347,5.211,275,161,3%,141,7,290%,20,106,1110%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Campania,1.216,495.560,18.544,325,344,2%,322,6,450%,22,039,-1200%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Emilia-Romagna,1.610,461.740,24.237,543,780,3%,703,16,230%,77,172,270%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Friuli Venezia Giulia,829,134.176,7.841,650,306,4%,281,23,-110%,25,207,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Lazio,1.832,430.344,23.082,401,803,3%,712,12,-210%,91,158,340%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Liguria,490,124.617,5.007,328,195,4%,170,11,370%,25,164,1360%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Lombardia,2.990,943.466,36.994,369,1.045,3%,924,9,130%,121,121,610%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Marche,444,125.693,5.288,350,126,2%,100,7,200%,26,172,400%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Molise,23,15.288,370,123,13,4%,12,4,000%,1,033,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
P.A. Bolzano,549,90.429,6.352,1.193,106,2%,93,17,110%,13,244,830%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
P.A. Trento,200,52.865,1.944,356,58,3%,50,9,-380%,8,147,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Piemonte,1.110,403.693,12.925,300,456,4%,419,10,150%,37,086,880%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Puglia,369,280.716,4.498,114,154,3%,133,3,560%,21,053,500%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Sardegna,199,79.548,3.002,186,85,3%,72,4,-140%,13,081,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Sicilia,549,327.011,12.845,263,345,3%,300,6,-350%,45,092,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Toscana,677,304.056,10.042,272,295,3%,246,7,000%,49,133,210%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Umbria,143,68.028,1.788,205,47,3%,39,4,-1140%,8,092,-1110%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Valle d'Aosta,67,13.436,741,593,24,3%,22,18,-830%,2,160,000%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Veneto,2.560,528.363,37.004,758,691,2%,573,12,440%,118,242,260%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
Italia,16.632,5.094.072,223.718,375,6.160,3%,5.428,9,080%,732,123,340%,Dati della Protezione Civile del 04 Dicembre 2021 ore 19:24
