Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,22,1324,0,177,23,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Basilicata,15,342,0,88,13,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Calabria,62,754,6,144,25,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Campania,189,3832,12,548,195,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Emilia-Romagna,197,6538,14,760,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Friuli Venezia Giulia,15,1277,2,175,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Lazio,290,6421,44,943,193,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Liguria,34,1668,8,214,12,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Lombardia,211,6369,26,1416,114,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Marche,21,951,5,209,57,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Molise,1,176,0,39,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
P.A. Bolzano,10,391,0,100,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
P.A. Trento,6,517,0,90,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Piemonte,72,5824,5,628,99,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Puglia,82,2810,8,456,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Sardegna,70,1602,11,196,39,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Sicilia,268,2980,30,668,196,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Toscana,127,5033,14,570,37,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Umbria,14,687,2,91,36,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Valle d'Aosta,1,67,0,23,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Veneto,105,6000,14,1000,0,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
Italia,1812,55563,201,8535,1039,Dati della Protezione Civile del 30 Luglio 2021 ore 18:54
