Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,179,93.456,7.012,546,149,2%,132,10,000%,17,132,000%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Basilicata,3,33.040,1.811,331,32,2%,32,6,1030%,0,000,-10000%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Calabria,475,101.124,8.816,470,249,3%,229,12,460%,20,107,-480%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Campania,1.308,518.391,26.320,463,470,2%,439,8,380%,31,055,000%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Emilia-Romagna,2.369,492.029,43.343,975,1.190,3%,1.089,24,550%,101,227,-190%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Friuli Venezia Giulia,277,144.105,8.180,682,324,4%,295,25,500%,29,242,-1470%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Lazio,1.638,459.386,38.476,673,1.023,3%,904,16,920%,119,208,170%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Liguria,610,134.915,8.231,545,411,5%,379,25,920%,32,212,1030%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Lombardia,2.576,1.000.437,69.824,701,1.420,2%,1.257,13,260%,163,164,190%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Marche,300,133.683,6.660,444,213,3%,175,12,420%,38,253,560%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Molise,2,15.496,242,82,9,4%,7,2,000%,2,067,000%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
P.A. Bolzano,114,96.396,5.647,1.058,102,2%,84,16,500%,18,337,590%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
P.A. Trento,81,56.244,3.026,555,120,4%,96,18,1030%,24,441,430%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Piemonte,1.581,428.838,26.229,614,824,3%,762,18,1000%,62,145,510%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Puglia,414,287.569,7.440,189,178,2%,152,4,200%,26,066,400%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Sardegna,259,82.582,4.184,262,131,3%,119,7,260%,12,075,910%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Sicilia,608,343.154,21.068,435,591,3%,528,11,270%,63,130,330%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Toscana,955,318.299,17.187,469,406,2%,345,9,550%,61,166,340%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Umbria,120,71.295,3.729,431,62,2%,53,6,-360%,9,104,1250%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Valle d'Aosta,40,14.317,874,705,23,3%,22,18,000%,1,081,-5000%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Veneto,2.304,580.604,61.404,1.265,1.161,2%,1.002,21,100%,159,328,600%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
Italia,16.213,5.405.360,369.703,624,9.088,2%,8.101,14,490%,987,167,220%,Dati della Protezione Civile del 20 Dicembre 2021 ore 18:32
