Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,29,74.450,1.516,117,72,5%,68,5,-1050%,4,031,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Basilicata,13,26.661,2.989,540,38,1%,38,7,000%,0,000,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Calabria,80,68.160,8.251,436,160,2%,150,8,-380%,10,053,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Campania,187,422.392,60.385,1.057,471,1%,440,8,-580%,31,054,-2250%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Emilia-Romagna,105,385.561,8.513,191,351,4%,291,7,-930%,60,134,-160%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Friuli Venezia Giulia,36,107.358,4.608,382,15,0%,12,1,-2940%,3,025,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Lazio,164,344.280,6.567,114,583,9%,481,8,-610%,102,177,-100%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Liguria,21,103.041,474,31,74,16%,62,4,880%,12,079,-3330%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Lombardia,255,839.218,18.456,184,751,4%,633,6,-410%,118,118,-330%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Marche,34,103.378,2.870,190,67,2%,57,4,-1860%,10,066,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Molise,4,13.630,82,27,8,10%,8,3,000%,0,000,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
P.A. Bolzano,34,73.185,420,79,15,4%,13,2,-710%,2,038,10000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
P.A. Trento,12,45.676,279,51,17,6%,13,2,-710%,4,073,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Piemonte,90,362.087,2.756,64,370,13%,325,8,-740%,45,104,-430%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Puglia,140,252.160,13.812,349,289,2%,268,7,-150%,21,053,-450%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Sardegna,20,56.997,12.071,749,90,1%,85,5,240%,5,031,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Sicilia,263,229.157,6.698,137,369,6%,326,7,-330%,43,088,1320%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Toscana,146,243.252,4.573,124,274,6%,204,6,-1210%,70,190,-410%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Umbria,21,56.656,1.058,122,46,4%,41,5,250%,5,057,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Valle d'Aosta,2,11.655,101,81,3,3%,3,2,-4000%,0,000,000%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Veneto,67,424.528,5.930,122,166,3%,137,3,-620%,29,059,-650%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
Italia,1.723,4.243.482,162.409,272,4.229,3%,3.655,6,-570%,574,096,-390%,Dati della Protezione Civile del 12 Giugno 2021 ore 19:19
