Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.053,567.179,33.471,2.613,159,0%,159,12,820%,0,000,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Basilicata,184,185.249,5.219,957,24,0%,24,4,000%,0,000,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Calabria,933,563.877,40.908,2.199,142,0%,136,7,880%,6,032,2000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Campania,2.173,2.246.319,44.962,799,277,1%,265,5,270%,12,021,910%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Emilia-Romagna,4.095,1.888.389,35.929,809,838,2%,820,18,260%,18,041,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,1.401,501.562,12.718,1.059,220,2%,212,18,-190%,8,067,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Lazio,3.430,2.094.773,49.355,861,516,1%,486,8,270%,30,052,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Liguria,1.093,582.893,8.355,550,151,2%,144,9,670%,7,046,4000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Lombardia,8.699,3.624.843,74.605,747,865,1%,852,9,430%,13,013,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Marche,1.384,631.161,8.204,548,80,1%,79,5,000%,1,007,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Molise,139,91.209,4.070,1.383,12,0%,12,4,2000%,0,000,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
P.A. Bolzano,788,269.204,5.691,1.064,126,2%,123,23,000%,3,056,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
P.A. Trento,744,218.464,5.088,938,83,2%,78,14,540%,5,092,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Piemonte,5.010,1.508.586,52.444,1.227,598,1%,579,14,160%,19,044,1180%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Puglia,1.339,1.487.621,13.586,345,141,1%,134,3,720%,7,018,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Sardegna,650,453.640,5.598,352,71,1%,65,4,480%,6,038,10000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Sicilia,1.403,1.658.557,11.362,235,212,2%,197,4,100%,15,031,1540%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Toscana,2.345,1.421.149,43.705,1.183,326,1%,313,8,100%,13,035,-710%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Umbria,984,383.848,7.599,878,154,2%,147,17,280%,7,081,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Valle d'Aosta,175,45.423,1.206,972,17,1%,17,14,5450%,0,000,000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Veneto,6.650,2.313.631,61.880,1.271,565,1%,537,11,910%,28,057,4000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Italia,44.672,22.737.577,525.955,888,5.577,1%,5.379,9,370%,198,033,1000%,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
