Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,210,1382,10,181,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Basilicata,55,395,1,79,13,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Calabria,159,984,6,194,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Campania,414,4017,22,585,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Emilia-Romagna,850,9001,26,889,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Friuli Venezia Giulia,96,1277,2,175,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Lazio,594,6421,37,943,243,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Liguria,149,1643,9,218,12,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Lombardia,670,10457,33,1810,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Marche,77,988,4,230,49,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Molise,13,176,3,39,26,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
P.A. Bolzano,33,500,2,100,20,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
P.A. Trento,33,517,3,90,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Piemonte,318,6794,16,628,99,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Puglia,308,2903,11,503,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Sardegna,165,1602,11,204,16,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Sicilia,521,3628,19,813,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Toscana,302,5033,17,570,8,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Umbria,101,662,3,86,41,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Valle d'Aosta,8,85,1,13,21,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Veneto,272,6000,14,1000,0,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
Italia,5348,64465,250,9350,548,Dati della Protezione Civile del 28 Maggio 2022 ore 23:45
