Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,59,1324,7,177,23,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Basilicata,21,362,0,88,13,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Calabria,80,966,6,174,3,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Campania,183,3511,17,555,189,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Emilia-Romagna,287,7920,32,889,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Friuli Venezia Giulia,54,1277,8,175,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Lazio,358,6421,49,943,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Liguria,62,1700,10,217,12,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Lombardia,280,6369,48,1530,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Marche,44,964,14,212,62,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Molise,6,176,1,39,26,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
P.A. Bolzano,44,500,6,100,20,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
P.A. Trento,10,517,2,90,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Piemonte,186,5824,20,628,99,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Puglia,132,2745,18,482,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Sardegna,44,1602,7,204,16,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Sicilia,290,3684,39,897,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Toscana,235,5033,24,570,38,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Umbria,35,662,6,84,43,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Valle d'Aosta,6,83,0,33,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Veneto,163,6000,24,1000,0,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
Italia,2579,57640,338,9087,544,Dati della Protezione Civile del 25 Ottobre 2021 ore 17:55
