Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,622,1495,69,215,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Basilicata,155,428,13,88,13,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Calabria,383,913,37,152,25,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Campania,1587,4221,163,620,36,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Emilia-Romagna,3486,6515,392,760,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Friuli Venezia Giulia,671,1277,80,175,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Lazio,3029,6421,379,943,193,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Liguria,639,1785,70,222,12,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Lombardia,7109,13610,862,1416,114,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Marche,807,1360,150,250,16,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Molise,66,221,16,39,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
P.A. Bolzano,99,504,20,100,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
P.A. Trento,204,594,48,90,15,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Piemonte,3855,5824,369,628,99,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Puglia,1863,3714,264,569,80,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Sardegna,210,1602,33,208,35,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Sicilia,876,3883,133,834,196,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Toscana,1542,5033,265,618,17,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Umbria,354,860,60,139,2,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Valle d'Aosta,45,227,8,30,6,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Veneto,1629,6000,285,1000,0,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Italia,29231,66487,3716,9096,859,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
