Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,190,62714,11068,848,759,7%,670,51,-0.1%,89,6.82,4.7%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Basilicata,24,18382,4459,801,172,4%,158,28,-2.5%,14,2.51,7.7%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Calabria,156,43667,8711,453,348,4%,315,16,1.3%,33,1.71,3.1%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Campania,1313,320305,99329,1717,1791,2%,1620,28,0.4%,171,2.96,-1.2%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Emilia-Romagna,2118,319080,74771,1674,4092,5%,3702,83,3.8%,390,8.73,-1.5%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Friuli Venezia Giulia,405,92060,16369,1351,693,4%,611,50,2.5%,82,6.77,1.2%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Lazio,1407,269729,48502,827,3019,6%,2678,46,3.7%,341,5.81,6.2%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Liguria,294,85433,6024,390,660,11%,602,39,2.7%,58,3.76,-1.7%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Lombardia,2105,700025,98563,975,7774,8%,6952,69,0.4%,822,8.14,2%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Marche,265,83438,9962,656,920,9%,768,51,0.9%,152,10.01,4.1%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Molise,18,11998,1306,432,113,9%,94,31,-6%,19,6.29,18.8%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
P.A. Bolzano,35,67859,999,188,158,16%,128,24,4.1%,30,5.64,0%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
P.A. Trento,80,39473,3508,646,264,8%,211,39,-1.4%,53,9.77,1.9%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Piemonte,1521,290436,34883,804,3885,11%,3536,81,2.3%,349,8.04,0.9%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Puglia,844,177373,42990,1073,1935,5%,1712,43,1.7%,223,5.56,5.2%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Sardegna,161,43418,13084,802,207,2%,185,11,3.9%,22,1.35,4.8%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Sicilia,666,166505,16618,334,906,5%,783,16,4.3%,123,2.48,-1.6%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Toscana,1140,183496,26779,719,1706,6%,1461,39,3.8%,245,6.58,0%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Umbria,71,49295,5403,614,461,9%,388,44,6%,73,8.29,1.4%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Valle d'Aosta,52,8655,565,450,25,4%,23,18,4.5%,2,1.59,0%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Veneto,981,367536,39174,798,1671,4%,1452,30,3.1%,219,4.46,1.9%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
Italia,13846,3400877,563067,935,31559,6%,28049,47,2.1%,3510,5.83,1.8%,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18
