Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,98,82.646,1.657,128,63,4%,54,4,000%,9,070,1250%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Basilicata,24,30.710,784,142,20,3%,20,4,-480%,0,000,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Calabria,174,87.008,2.931,155,96,3%,91,5,220%,5,026,2500%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Campania,627,465.299,7.801,137,234,3%,214,4,700%,20,035,530%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Emilia-Romagna,391,431.067,7.930,178,314,4%,283,6,070%,31,069,-880%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Friuli Venezia Giulia,249,116.421,1.692,140,69,4%,59,5,170%,10,083,2500%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Lazio,594,393.497,9.087,158,404,4%,357,6,-140%,47,082,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Liguria,106,114.521,971,64,68,7%,58,4,-330%,10,066,-910%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Lombardia,570,893.025,8.903,89,345,4%,300,3,-380%,45,045,-630%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Marche,91,115.864,2.048,135,61,3%,44,3,480%,17,112,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Molise,12,14.654,114,38,7,6%,6,2,2000%,1,033,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
P.A. Bolzano,83,78.588,1.052,198,49,5%,43,8,000%,6,113,5000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
P.A. Trento,57,49.233,439,80,12,3%,10,2,-910%,2,037,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Piemonte,268,384.229,3.993,93,199,5%,181,4,-160%,18,042,590%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Puglia,215,272.296,2.682,68,150,6%,131,3,230%,19,048,560%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Sardegna,59,76.097,1.324,82,46,3%,41,3,-470%,5,031,-1670%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Sicilia,308,307.175,7.044,144,324,5%,286,6,210%,38,078,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Toscana,373,288.589,5.277,143,251,5%,225,6,-340%,26,070,-370%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Umbria,56,65.003,1.028,118,42,4%,35,4,610%,7,080,4000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Valle d'Aosta,3,12.292,76,61,6,8%,6,5,-1430%,0,000,000%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Veneto,508,479.017,9.945,204,196,2%,165,3,-240%,31,064,1480%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
Italia,4.866,4.757.231,76.778,129,2.956,4%,2.609,4,-020%,347,058,180%,Dati della Protezione Civile del 28 Ottobre 2021 ore 18:40
