Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,351,51442,12973,994,669,5%,593,45,1.2%,76,5.82,0%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Basilicata,41,14886,3589,644,84,2%,80,14,2.6%,4,0.72,0%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Calabria,118,36704,6342,330,195,3%,176,9,5.4%,19,0.99,18.8%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Campania,1202,254318,71252,1231,1444,2%,1319,23,1.5%,125,2.16,4.2%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Emilia-Romagna,1847,247856,36516,817,2211,6%,2017,45,4%,194,4.34,5.4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Friuli Venezia Giulia,145,74108,9291,767,406,4%,350,29,0%,56,4.62,-1.8%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Lazio,854,226668,35210,600,2094,6%,1861,32,0.1%,233,3.97,-0.4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Liguria,136,75910,4998,324,571,11%,515,33,-0.2%,56,3.63,3.7%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Lombardia,1491,580771,53369,528,4217,8%,3826,38,2.3%,391,3.87,1.3%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Marche,117,63856,8909,587,621,7%,543,36,2.3%,78,5.14,4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Molise,83,10157,1702,563,110,6%,97,32,6.6%,13,4.3,-7.1%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
P.A. Bolzano,183,51773,6924,1301,292,4%,259,49,5.3%,33,6.2,-8.3%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
P.A. Trento,60,32042,2993,551,205,7%,175,32,4.8%,30,5.53,3.4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Piemonte,639,239588,12920,298,2046,16%,1905,44,2%,141,3.25,2.2%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Puglia,343,140802,32695,816,1442,4%,1282,32,1.6%,160,3.99,-5.3%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Sardegna,77,40765,13162,807,291,2%,264,16,-4%,27,1.66,3.8%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Sicilia,412,149402,29367,591,985,3%,843,17,-0.4%,142,2.86,-0.7%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Toscana,911,149732,14787,397,952,6%,797,21,7.1%,155,4.16,5.4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Umbria,97,43089,8474,963,556,7%,475,54,1.5%,81,9.2,-2.4%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Valle d'Aosta,14,7978,146,116,7,5%,6,5,0%,1,0.8,0%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Veneto,509,327016,22284,454,875,4%,772,16,1%,103,2.1,1%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
Italia,9630,2818863,387903,644,20273,5%,18155,30,2%,2118,3.52,1.1%,Dati della Protezione Civile del 22 Febbraio 2021 ore 19:27
