Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,28,74.421,1.532,118,80,5%,76,6,-620%,4,031,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Basilicata,52,26.648,3.028,547,38,1%,38,7,-950%,0,000,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Calabria,130,68.080,8.234,435,166,2%,156,8,-710%,10,053,-1670%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Campania,199,422.205,60.791,1.064,507,1%,467,8,-310%,40,070,-700%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Emilia-Romagna,139,385.457,8.704,195,382,4%,321,7,-420%,61,137,-320%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Friuli Venezia Giulia,23,107.322,4.641,385,20,0%,17,1,-1900%,3,025,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Lazio,169,344.116,7.364,128,615,8%,512,9,-570%,103,179,-460%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Liguria,10,103.020,494,32,75,15%,57,4,-1620%,18,118,-1000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Lombardia,270,838.963,18.407,184,782,4%,660,7,-850%,122,122,-620%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Marche,43,103.344,2.973,197,80,3%,70,5,-790%,10,066,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Molise,1,13.626,85,28,8,9%,8,3,000%,0,000,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
P.A. Bolzano,10,73.151,444,83,15,3%,14,3,1670%,1,019,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
P.A. Trento,24,45.664,314,58,18,6%,14,3,000%,4,073,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Piemonte,126,361.997,2.876,67,398,14%,351,8,-440%,47,109,-410%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Puglia,140,252.020,14.347,363,294,2%,272,7,-1170%,22,056,-830%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Sardegna,21,56.977,12.073,749,88,1%,83,5,-460%,5,031,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Sicilia,273,228.894,6.864,141,375,5%,337,7,-690%,38,078,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Toscana,146,243.106,4.786,130,305,6%,232,6,-900%,73,198,-390%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Umbria,16,56.635,1.102,127,45,4%,40,5,-480%,5,057,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Valle d'Aosta,4,11.653,112,90,5,4%,5,4,000%,0,000,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Veneto,77,424.461,6.068,124,177,3%,146,3,-640%,31,064,000%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
Italia,1.901,4.241.760,165.239,277,4.473,3%,3.876,6,-670%,597,100,-460%,Dati della Protezione Civile del 11 Giugno 2021 ore 19:48
