Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.948,345.681,46.575,3.636,327,1%,315,25,710%,12,094,-1430%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Basilicata,698,117.860,26.577,4.875,95,0%,93,17,000%,2,037,000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Calabria,1.873,331.313,84.139,4.522,330,0%,315,17,-060%,15,081,1540%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Campania,6.971,1.509.175,159.212,2.831,738,0%,703,12,060%,35,062,-280%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Emilia-Romagna,4.656,1.352.490,59.919,1.350,1.308,2%,1.278,29,-240%,30,068,-320%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Friuli Venezia Giulia,1.194,351.101,25.046,2.085,140,1%,138,11,-420%,2,017,-3330%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Lazio,6.894,1.401.185,143.138,2.498,1.260,1%,1.191,21,210%,69,120,-140%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Liguria,1.516,408.158,17.243,1.136,300,2%,288,19,-500%,12,079,3330%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Lombardia,8.598,2.666.373,166.883,1.672,1.161,1%,1.126,11,070%,35,035,-540%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Marche,1.784,420.642,9.443,630,202,2%,196,13,260%,6,040,-2500%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Molise,377,54.692,7.916,2.690,28,0%,26,9,-1030%,2,068,000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
P.A. Bolzano,450,205.684,4.758,889,35,1%,32,6,-1580%,3,056,5000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
P.A. Trento,415,155.998,4.103,757,50,1%,48,9,210%,2,037,10000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Piemonte,3.518,1.100.313,59.160,1.384,710,1%,686,16,-270%,24,056,1430%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Puglia,5.277,1.002.188,101.285,2.575,639,1%,610,16,-320%,29,074,-330%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Sardegna,1.643,256.889,30.112,1.894,350,1%,331,21,-150%,19,119,-950%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Sicilia,4.399,1.051.028,132.201,2.735,967,1%,910,19,-430%,57,118,180%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Toscana,3.983,1.050.045,51.754,1.401,740,1%,710,19,-030%,30,081,-1670%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Umbria,1.163,253.506,13.058,1.509,261,2%,254,29,-450%,7,081,4000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Valle d'Aosta,104,33.878,1.392,1.122,17,1%,16,13,000%,1,081,000%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Veneto,6.354,1.591.636,77.424,1.590,631,1%,612,13,-030%,19,039,-950%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
Italia,63.815,15.659.835,1.221.338,2.062,10.289,1%,9.878,17,-100%,411,069,-190%,Dati della Protezione Civile del 16 Aprile 2022 ore 23:45
