Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,13,74.289,4.575,354,98,2%,91,7,110%,7,054,-2220%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Basilicata,1,26.494,3.279,593,48,1%,48,9,-200%,0,000,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Calabria,39,67.697,8.835,466,204,2%,189,10,-100%,15,079,710%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Campania,177,421.289,62.927,1.102,609,1%,566,10,-090%,43,075,-650%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Emilia-Romagna,155,384.973,10.962,246,476,4%,404,9,-190%,72,161,290%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Friuli Venezia Giulia,10,107.187,4.716,391,30,1%,28,2,000%,2,017,10000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Lazio,170,343.435,11.027,192,810,7%,686,12,-060%,124,215,-080%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Liguria,7,102.941,713,47,100,14%,77,5,-490%,23,151,-1150%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Lombardia,142,837.728,20.561,205,966,5%,799,8,-410%,167,167,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Marche,20,103.140,3.370,223,98,3%,81,5,250%,17,112,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Molise,3,13.610,93,31,6,6%,6,2,2000%,0,000,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
P.A. Bolzano,4,73.064,548,103,14,3%,13,2,000%,1,019,-5000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
P.A. Trento,4,45.572,354,65,27,8%,21,4,500%,6,110,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Piemonte,100,361.501,3.639,84,525,14%,461,11,000%,64,148,160%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Puglia,56,251.438,18.539,469,431,2%,399,10,-290%,32,081,-300%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Sardegna,9,56.886,12.424,771,112,1%,105,7,-450%,7,043,-1250%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Sicilia,156,227.680,7.883,162,435,6%,392,8,260%,43,088,-230%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Toscana,160,242.569,5.824,158,386,7%,298,8,240%,88,238,-540%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Umbria,6,56.536,1.214,140,55,5%,50,6,1110%,5,057,-1670%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Valle d'Aosta,3,11.629,151,121,6,4%,6,5,5000%,0,000,000%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Veneto,38,424.040,6.819,140,233,3%,190,4,-360%,43,088,-230%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
Italia,1.273,4.233.698,188.453,316,5.669,3%,4.910,8,-110%,759,127,-190%,Dati della Protezione Civile del 07 Giugno 2021 ore 17:48
