Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,114,83.882,2.353,182,84,4%,77,6,550%,7,054,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Basilicata,24,30.957,862,156,24,3%,24,4,-400%,0,000,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Calabria,150,88.865,3.538,187,117,3%,110,6,-350%,7,037,-1250%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Campania,493,472.216,10.636,186,299,3%,281,5,220%,18,032,590%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Emilia-Romagna,458,436.293,8.814,197,378,4%,338,8,-090%,40,090,530%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Friuli Venezia Giulia,287,119.833,3.523,292,143,4%,124,10,160%,19,158,-500%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Lazio,773,400.541,10.993,191,584,5%,523,9,250%,61,106,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Liguria,117,115.878,1.524,100,111,7%,102,7,520%,9,059,-1000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Lombardia,849,899.930,12.164,121,426,4%,379,4,890%,47,047,220%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Marche,138,117.410,2.833,187,92,3%,69,5,-140%,23,152,-420%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Molise,0,14.729,140,47,7,5%,6,2,000%,1,033,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
P.A. Bolzano,120,80.522,2.197,412,69,3%,65,12,000%,4,075,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
P.A. Trento,73,49.863,617,113,18,3%,16,3,-2380%,2,037,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Piemonte,418,387.571,4.954,115,257,5%,233,5,400%,24,056,-400%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Puglia,241,274.595,3.531,89,171,5%,152,4,070%,19,048,-500%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Sardegna,40,76.633,1.551,96,58,4%,52,3,610%,6,037,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Sicilia,504,312.079,8.624,177,394,5%,346,7,390%,48,098,430%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Toscana,234,292.416,6.643,180,305,5%,277,8,000%,28,076,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Umbria,105,65.866,1.455,167,44,3%,38,4,-500%,6,069,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Valle d'Aosta,11,12.365,83,66,6,7%,6,5,-1430%,0,000,000%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Veneto,883,486.261,13.170,270,270,2%,218,4,190%,52,107,1300%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Italia,6.032,4.818.705,100.205,168,3.857,4%,3.436,6,220%,421,071,140%,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
