Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,53,75.687,1.118,86,23,2%,22,2,1580%,1,008,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Basilicata,27,27.214,569,103,16,3%,16,3,-2730%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Calabria,136,70.106,2.183,115,56,3%,52,3,830%,4,021,-2000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Campania,341,428.860,8.067,141,188,2%,176,3,-690%,12,021,910%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Emilia-Romagna,468,390.857,4.309,97,159,4%,150,3,420%,9,020,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Friuli Venezia Giulia,68,107.533,405,34,9,2%,7,1,-2220%,2,017,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Lazio,845,353.636,6.406,111,228,4%,196,3,710%,32,056,670%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Liguria,140,104.497,823,54,26,3%,21,1,1050%,5,033,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Lombardia,574,848.855,8.137,81,179,2%,153,2,770%,26,026,-370%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Marche,105,104.774,1.646,109,18,1%,15,1,710%,3,020,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Molise,4,13.862,113,38,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
P.A. Bolzano,12,73.626,263,49,2,1%,2,0,000%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
P.A. Trento,39,46.173,310,57,6,2%,6,1,10000%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Piemonte,161,364.499,1.521,35,57,4%,54,1,1490%,3,007,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Puglia,138,254.885,2.073,52,90,4%,81,2,130%,9,023,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Sardegna,285,59.782,3.008,187,61,2%,52,3,200%,9,056,5000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Sicilia,626,238.528,7.472,153,209,3%,182,4,580%,27,055,2860%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Toscana,441,248.058,3.673,99,99,3%,85,2,-120%,14,038,1670%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Umbria,95,57.594,1.017,117,11,1%,9,1,-3080%,2,023,10000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Valle d'Aosta,6,11.738,45,36,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Veneto,576,431.909,9.365,192,74,1%,60,1,000%,14,029,1670%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
Italia,5.140,4.312.673,62.523,105,1.512,2%,1.340,2,280%,172,029,1100%,Dati della Protezione Civile del 24 Luglio 2021 ore 18:24
