Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,106,82.548,1.596,123,62,4%,54,4,190%,8,062,-1110%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Basilicata,32,30.686,776,140,21,3%,21,4,000%,0,000,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Calabria,137,86.834,2.830,149,93,3%,89,5,470%,4,021,-2000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Campania,592,464.672,7.469,131,219,3%,200,4,360%,19,033,1180%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Emilia-Romagna,307,430.676,8.363,187,315,4%,281,6,-110%,34,076,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Friuli Venezia Giulia,261,116.175,1.536,127,66,4%,58,5,1600%,8,066,-1110%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Lazio,503,392.903,8.848,154,409,5%,362,6,230%,47,082,-780%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Liguria,63,114.415,920,60,71,8%,60,4,-480%,11,072,1000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Lombardia,513,892.455,8.777,88,360,4%,312,3,370%,48,048,-200%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Marche,105,115.773,2.046,135,59,3%,42,3,240%,17,112,2140%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Molise,24,14.642,102,34,6,6%,5,2,000%,1,033,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
P.A. Bolzano,158,78.505,1.040,195,47,5%,43,8,-650%,4,075,-3330%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
P.A. Trento,60,49.176,398,73,13,3%,11,2,000%,2,037,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Piemonte,228,383.961,3.897,90,201,5%,184,4,000%,17,039,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Puglia,265,272.081,2.538,64,146,6%,128,3,-080%,18,046,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Sardegna,35,76.038,1.315,82,49,4%,43,3,-440%,6,037,-1430%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Sicilia,282,306.867,6.979,143,318,5%,280,6,-140%,38,078,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Toscana,302,288.216,5.124,139,260,5%,233,6,-090%,27,073,1740%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Umbria,79,64.947,992,114,38,4%,33,4,-290%,5,057,-2860%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Valle d'Aosta,7,12.289,76,61,7,9%,7,6,1670%,0,000,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Veneto,539,478.509,9.743,200,196,2%,169,3,-610%,27,055,1250%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
Italia,4.598,4.752.368,75.365,126,2.956,4%,2.615,4,040%,341,057,000%,Dati della Protezione Civile del 27 Ottobre 2021 ore 17:50
