Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.243,533.016,25.334,1.978,184,1%,176,14,-330%,8,062,1430%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Basilicata,478,176.703,8.205,1.505,39,0%,38,7,-260%,1,018,-5000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Calabria,2.408,528.309,69.220,3.720,196,0%,186,10,-310%,10,054,-910%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Campania,3.244,2.167.661,115.806,2.059,381,0%,365,6,000%,16,028,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Emilia-Romagna,1.498,1.808.469,26.419,595,1.202,5%,1.170,26,090%,32,072,1030%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Friuli Venezia Giulia,1.000,471.158,8.811,733,191,2%,187,16,-410%,4,033,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Lazio,2.555,2.005.638,120.731,2.107,718,1%,680,12,-310%,38,066,-500%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Liguria,1.055,555.622,7.605,501,320,4%,312,21,-160%,8,053,1430%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Lombardia,4.918,3.449.600,43.867,439,800,2%,780,8,-130%,20,020,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Marche,1.256,598.981,7.354,491,100,1%,96,6,-400%,4,027,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Molise,168,86.182,4.371,1.485,21,0%,19,6,-950%,2,068,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
P.A. Bolzano,362,253.557,2.317,433,30,1%,30,6,-2310%,0,000,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
P.A. Trento,392,201.603,3.192,589,80,3%,79,15,260%,1,018,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Piemonte,2.327,1.419.342,33.322,779,340,1%,333,8,-260%,7,016,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Puglia,2.237,1.443.718,32.358,823,325,1%,305,8,-220%,20,051,1760%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Sardegna,1.102,435.229,14.683,923,131,1%,121,8,-240%,10,063,-910%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Sicilia,2.478,1.608.566,87.678,1.814,549,1%,518,11,-670%,31,064,-610%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Toscana,1.637,1.369.059,82.957,2.246,352,0%,333,9,-490%,19,051,560%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Umbria,490,362.909,4.653,538,164,4%,161,19,-300%,3,035,5000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Valle d'Aosta,80,43.303,846,682,9,1%,9,7,000%,0,000,000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Veneto,4.432,2.177.617,52.362,1.075,500,1%,480,10,000%,20,041,-2000%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
Italia,35.360,21.696.242,752.091,1.270,6.632,1%,6.378,11,-210%,254,043,-040%,Dati della Protezione Civile del 23 Agosto 2022 ore 17:04
