Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,37,71.640,8.612,660,394,5%,360,28,140%,34,260,970%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Basilicata,26,24.258,6.231,1.119,170,3%,163,29,250%,7,126,-2220%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Calabria,228,60.925,14.385,747,479,3%,440,23,140%,39,203,-1880%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Campania,959,396.053,90.415,1.563,1.622,2%,1.483,26,110%,139,240,-280%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Emilia-Romagna,641,371.776,42.001,940,1.906,5%,1.687,38,100%,219,490,090%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Friuli Venezia Giulia,51,105.454,7.287,602,243,3%,211,17,-280%,32,264,-590%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Lazio,661,326.470,42.757,729,2.458,6%,2.183,37,110%,275,469,220%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Liguria,135,99.972,5.367,348,540,10%,480,31,110%,60,389,-160%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Lombardia,637,808.683,48.277,478,3.750,8%,3.215,32,-230%,535,529,-130%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Marche,59,98.155,6.076,400,482,8%,413,27,-050%,69,454,300%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Molise,22,13.309,593,196,40,7%,31,10,-880%,9,298,2860%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
P.A. Bolzano,5,71.354,1.177,221,70,6%,65,12,000%,5,094,000%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
P.A. Trento,17,44.132,1.051,194,85,8%,67,12,630%,18,332,-1000%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Piemonte,343,347.320,15.171,349,2.236,15%,2.042,47,040%,194,447,-440%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Puglia,335,237.116,47.023,1.173,1.812,4%,1.604,40,060%,208,519,-500%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Sardegna,61,54.876,16.765,1.028,409,2%,358,22,-110%,51,313,410%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Sicilia,734,210.993,24.955,502,1.338,5%,1.178,24,260%,160,322,-180%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Toscana,570,229.037,19.990,537,1.555,8%,1.306,35,080%,249,669,-040%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Umbria,35,54.638,2.787,317,201,7%,173,20,120%,28,318,-670%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Valle d'Aosta,28,11.041,715,570,48,7%,40,32,530%,8,637,000%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Veneto,364,413.506,21.923,447,1.047,5%,896,18,-010%,151,308,130%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Italia,5.948,4.050.708,423.558,703,20.885,5%,18.395,31,030%,2.490,413,-130%,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
