Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.195,501.897,46.683,3.644,291,1%,283,22,140%,8,062,-2730%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Basilicata,553,169.177,14.363,2.635,92,1%,89,16,-110%,3,055,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Calabria,2.201,490.987,75.943,4.082,363,0%,351,19,600%,12,064,2000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Campania,5.539,2.095.872,165.433,2.941,672,0%,644,11,-230%,28,050,-670%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Emilia-Romagna,5.996,1.745.986,75.079,1.691,1.741,2%,1.693,38,-470%,48,108,670%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Friuli Venezia Giulia,1.629,449.887,23.145,1.926,313,1%,307,26,-130%,6,050,-1430%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Lazio,4.609,1.941.401,218.537,3.814,1.202,1%,1.127,20,-080%,75,131,-630%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Liguria,1.491,530.717,20.760,1.367,463,2%,454,30,-340%,9,059,-1820%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Lombardia,7.669,3.353.664,133.248,1.335,1.578,1%,1.529,15,-140%,49,049,-1550%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Marche,2.233,569.878,19.211,1.282,213,1%,210,14,-580%,3,020,-2500%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Molise,281,81.423,5.231,1.777,21,0%,20,7,-480%,1,034,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
P.A. Bolzano,479,245.882,6.221,1.163,92,1%,88,16,-740%,4,075,10000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
P.A. Trento,533,193.048,6.882,1.269,71,1%,69,13,-1380%,2,037,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Piemonte,3.272,1.375.587,53.022,1.240,615,1%,604,14,-380%,11,026,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Puglia,4.431,1.387.874,65.938,1.676,508,1%,488,12,-180%,20,051,1110%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Sardegna,1.290,413.778,36.565,2.300,190,1%,174,11,-590%,16,101,1430%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Sicilia,4.096,1.546.677,171.785,3.554,1.023,1%,970,20,-040%,53,110,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Toscana,3.211,1.331.117,94.881,2.569,743,1%,715,19,-150%,28,076,-1760%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Umbria,1.162,347.985,21.075,2.435,298,1%,291,34,100%,7,081,1670%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Valle d'Aosta,89,41.680,1.609,1.297,36,2%,36,29,000%,0,000,000%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Veneto,7.422,2.083.542,96.718,1.986,792,1%,769,16,420%,23,047,-420%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
Italia,60.381,20.898.059,1.352.329,2.283,11.317,1%,10.911,18,-160%,406,069,-420%,Dati della Protezione Civile del 28 Luglio 2022 ore 23:45
