Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,160,37038,11097,850,516,5%,480,37,0.4&,36,2.76,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Basilicata,157,11628,6486,1165,99,2%,95,17,1.1&,4,0.72,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Calabria,355,26102,8960,466,271,3%,250,13,0.4&,21,1.09,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Campania,984,197255,75146,1299,1495,2%,1395,24,0.7&,100,1.73,4.2%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Emilia-Romagna,2026,186913,56848,1273,2936,5%,2691,60,-0.4&,245,5.48,2.1%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Friuli Venezia Giulia,633,54576,12576,1038,735,6%,671,55,1.5&,64,5.28,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Lazio,1613,176372,77855,1327,3180,4%,2871,49,-0.4&,309,5.27,-0.3%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Liguria,400,62874,5205,337,784,15%,717,46,0.8&,67,4.34,8.1%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Lombardia,1963,494985,54677,541,3902,7%,3436,34,2.2&,466,4.61,-1.5%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Marche,564,45440,14012,923,600,4%,532,35,2.1&,68,4.48,-1.4%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Molise,76,6940,1324,438,61,5%,53,18,-3.6&,8,2.65,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
P.A. Bolzano,163,30877,11351,2133,232,2%,208,39,1.5&,24,4.51,-4%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
P.A. Trento,80,23153,1930,356,401,21%,355,65,-1.7&,46,8.48,-2.1%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Piemonte,845,204627,17545,404,2933,17%,2757,64,-0.1&,176,4.05,-4.3%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Puglia,1349,98952,53922,1345,1525,3%,1362,34,-2&,163,4.07,5.8%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Sardegna,243,33188,17065,1047,554,3%,504,31,2.4&,50,3.07,4.2%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Sicilia,1842,104483,39672,798,1446,4%,1246,25,1.5&,200,4.03,2%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Toscana,452,123950,9235,248,946,10%,807,22,-2.4&,139,3.73,-4.8%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Umbria,215,30354,4108,467,323,8%,280,32,1.1&,43,4.88,-2.3%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Valle d'Aosta,25,7464,425,339,55,13%,54,43,-5.3&,1,0.8,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Veneto,3388,280719,90950,1853,2906,3%,2549,52,-1.7&,357,7.27,-0.6%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
Italia,17533,2237890,570389,947,25900,5%,23313,39,0.1&,2587,4.29,0%,Dati della Protezione Civile del 08 Gennaio 2021 ore 19:57
