Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,145,83.573,2.236,173,77,3%,70,5,610%,7,054,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Basilicata,30,30.908,841,152,28,3%,28,5,770%,0,000,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Calabria,244,88.407,3.430,181,120,3%,112,6,470%,8,042,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Campania,767,470.550,10.331,181,285,3%,268,5,230%,17,030,-560%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Emilia-Romagna,561,434.736,8.179,183,354,4%,318,7,530%,36,081,-1000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Friuli Venezia Giulia,409,118.909,3.061,254,127,4%,110,9,190%,17,141,630%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Lazio,807,398.622,10.610,184,539,5%,480,8,130%,59,103,-170%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Liguria,130,115.555,1.435,94,91,6%,82,5,250%,9,059,-1820%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Lombardia,823,898.072,11.023,110,379,3%,332,3,-120%,47,047,-210%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Marche,172,117.042,2.704,179,85,3%,62,4,160%,23,152,950%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Molise,2,14.693,115,38,6,5%,5,2,-1670%,1,033,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
P.A. Bolzano,273,80.047,1.977,371,58,3%,55,10,-830%,3,056,5000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
P.A. Trento,67,49.724,627,115,24,4%,22,4,-830%,2,037,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Piemonte,391,386.629,4.720,109,219,5%,198,5,-390%,21,049,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Puglia,239,274.038,3.331,84,161,5%,142,4,-070%,19,048,-500%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Sardegna,76,76.505,1.485,92,51,3%,45,3,000%,6,037,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Sicilia,301,310.446,7.572,155,367,5%,324,7,420%,43,088,1030%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Toscana,459,291.546,6.424,174,301,5%,275,7,150%,26,070,-370%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Umbria,85,65.647,1.371,158,50,4%,43,5,240%,7,080,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Valle d'Aosta,10,12.338,68,54,9,13%,9,7,20000%,0,000,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Veneto,773,484.238,12.153,249,234,2%,193,4,100%,41,084,000%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
Italia,6.764,4.802.225,93.693,157,3.565,4%,3.173,5,160%,392,066,-080%,Dati della Protezione Civile del 06 Novembre 2021 ore 19:08
