Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,256,86.537,3.691,285,102,3%,94,7,330%,8,062,-1110%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Basilicata,45,31.382,987,178,17,2%,15,3,-1670%,2,036,10000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Calabria,249,91.494,3.800,201,134,4%,123,6,600%,11,058,-830%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Campania,965,484.643,14.853,260,333,2%,312,5,330%,21,037,-450%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Emilia-Romagna,1.058,448.368,15.967,358,623,4%,560,13,130%,63,141,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Friuli Venezia Giulia,782,127.668,6.227,516,258,4%,232,19,130%,26,216,400%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Lazio,1.283,415.896,16.325,284,784,5%,697,12,300%,87,151,360%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Liguria,412,120.181,3.449,226,144,4%,126,8,240%,18,118,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Lombardia,2.207,920.540,23.964,239,801,3%,729,7,-100%,72,072,750%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Marche,361,121.402,4.079,270,92,2%,69,5,150%,23,152,450%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Molise,53,15.076,358,119,10,3%,9,3,000%,1,033,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
P.A. Bolzano,339,85.354,4.695,881,85,2%,75,14,-740%,10,188,2500%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
P.A. Trento,151,51.235,1.251,229,51,4%,46,8,-420%,5,092,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Piemonte,650,394.795,8.167,189,347,4%,318,7,-280%,29,067,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Puglia,273,277.988,3.910,99,162,4%,144,4,-460%,18,046,590%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Sardegna,206,78.178,2.442,152,56,2%,43,3,-1040%,13,081,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Sicilia,690,320.232,11.098,228,384,3%,343,7,090%,41,084,-240%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Toscana,391,298.477,8.100,219,300,4%,253,7,-190%,47,127,440%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Umbria,110,67.050,1.636,188,54,3%,47,5,000%,7,080,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Valle d'Aosta,36,12.855,466,373,13,3%,11,9,1000%,2,160,10000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Veneto,1.931,505.234,23.852,489,452,2%,383,8,490%,69,141,000%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Italia,12.448,4.954.585,159.317,267,5.202,3%,4.629,8,070%,573,096,230%,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
